# File: FAO_CL_kha_RESOURCESTAT.csv
# Title: FAO cropland area by country_year
# Units: 1000 Ha
# Description:  Data is cleaned and generated by gcamdata-FAOSTAT
# Data source: FAOSTAT (domain:RL FAO.udpate:2021-06-17T00:00:00)
# Date of CSV last update: 2022-04-13
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
87,Guadeloupe,6621,Arable land,5110,Area,1000 ha,37,31,31,32,31,31,30,30,29,25,23,23,22,22,22,21,23,21,23,23,23,21,21,19,18,19,18,19,19,19,20,19,19,21,21.8,21.7,21.3,21,20.9,20.9,20.9,22.3,22.8,23.2,23.07,22.88,22.3
88,Guam,6621,Arable land,5110,Area,1000 ha,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
89,Guatemala,6621,Arable land,5110,Area,1000 ha,1150,1170,1170,1200,1250,1250,1249,1270,1275,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1300,1324,1354,1355,1361,1370,1380,1390,1395,1405,1425,1938,1600,1400,1506,1576,1325,1260.54,1196.08,1131.62,1067.16,1002.7,933.8,862,862,862,862,862
90,Guinea,6621,Arable land,5110,Area,1000 ha,3257,3234,3210,3186,3162,3138,3115,3091,3067,3043,3019,2996,2972,2948,2924,2901,2877,2853,2829,2805,2782,2758,2734,2617,2500,2385,2200,2149,2200,2390,2475,2550,2741,2750,2800,2850,2850,2900,2900,3000,3100,3100,3100,3100,3100,3100,3100
91,Guyana,6621,Arable land,5110,Area,1000 ha,362,362,364,393,422,451,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,480,450,450,450,450,450,420,420,420,420,420,420,420,420,420,420,420,420,420,420,420
93,Haiti,6621,Arable land,5110,Area,1000 ha,768,768,768,770,770,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,780,800,800,800,900,900,900,900,900,900,900,900,900,900,1050,1000,1026.33,1100,1060,1000,1070,1070,1070,1070,1070,1070,1070
95,Honduras,6621,Arable land,5110,Area,1000 ha,1378,1384,1413,1438,1503,1504,1494,1484,1481,1476,1467,1464,1455,1451,1441,1431,1446,1462,1492,1515,1683,1650,1600,1600,1520,1520,1468,1068,1068,1068,1068,1050,1050,1050,1050,1018,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020,1020
96,"China, Hong Kong SAR",6621,Arable land,5110,Area,1000 ha,11,11,9,9,8,8,8,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,4,4,4,4,3.5,3.5,3.1,3.1,3.1,3.1,3,3.1,3,3
97,Hungary,6621,Arable land,5110,Area,1000 ha,5176,5129,5128,5108,5071,5046,5037,5027,5031,5019,5020,5027,5036,5043,5048,5050,5052,5054,5056,4742,4748,4749,4806,4811,4820,4819,4815,4602,4606,4606,4597,4598,4601,4597,4592,4585,4585,4392,4395,4397,4316,4322,4324,4323,4323,4324,4317
98,Croatia,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,1212,1062,1104,1117,986,983,1089,1068,842,853,858,864,847,873,881,852,860.7,868.3,904.4,896.7,906.4,876.4,812.9,843.7,874,817,804,823
99,Iceland,6621,Arable land,5110,Area,1000 ha,124,125,126,127,129,130,131,133,133,134,134,134,134,135,135,135,135,136,136,136,135,135,135,134,133,130,129,129,129,129,129,129,129,129,125,125,124,123,122.2,121.2,121.2,121.2,121,121,121,121,121
100,India,6621,Arable land,5110,Area,1000 ha,161044,161501,161838,162057,162059,163239,163444,162854,162912,163246,162732,163618,163540,163409,163205,162868,163476,163459,163182,162706,162586,162525,161911,161025,161601,161409,160975,160930,160325,160432,159799,159681,159444,158662,158022,157995,157924,157009,156979,156546,156442,156463,156413,156317,156317,156317,156067
101,Indonesia,6621,Arable land,5110,Area,1000 ha,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18000,18021,19500,20178,21170,21156,20860,20253,18081,18100,18129,17126,17342,17941,18500,18700,19700,20500,20200,20081,22406,24666,22946,21500,22000,22700,23600,23600,23500,23500,23500,23500,23800,25200,26300,26300,26300
102,Iran (Islamic Republic of),6621,Arable land,5110,Area,1000 ha,16901,16370,15850,15330,14969,14192,15194,12981,13550,14141,14400,14650,14900,15150,15400,15580,15400,15190,16681,16969,17332,17337,17388,17097,16502,16837,16337,14924,15861,16029,16197,16365,16533,16701,16869,15545,15566,15390,15214,15038,14687,14687,14687,14687,15134,15581,15645
103,Iraq,6621,Arable land,5110,Area,1000 ha,5000,5100,5100,5100,5100,5200,5250,5250,5250,5250,5250,5250,5250,5250,5250,5300,5000,5000,5400,5300,5600,5050,4800,4800,4400,4650,4550,4100,4300,4650,4500,4500,5200,4800,4950,4000,3650,4000,4300,4318.5,4613.75,5019,5000,5000,5000,5000,5000
104,Ireland,6621,Arable land,5110,Area,1000 ha,1283,1253,1234,1208,1183,1158,1133,1108,1083,1058,1017,1041,1029,1007,980,1027,1052,1041,1029,1003,1023,1014,1030,1059,1035,1085,1076,1077,1188,1177,1182,1205,1184,1153,465.45,485.65,462.59,438.84,459.14,482.61,474.04,465.18,453,461,461,451,443
105,Israel,6621,Arable land,5110,Area,1000 ha,334,339,336,325,325,325,325,325,325,325,315,328,327,338,339,339,338,343,347,347,347,349,345,336,336,335,333,338,342,349,334,311,311,303,305.8,299.7,304.3,293.6,295.7,294.8,285.8,300.5,297.2,295,387,383.5,378
106,Italy,6621,Arable land,5110,Area,1000 ha,9288,9319,9330,9364,9359,9451,9476,9483,9466,9458,9128,9097,9050,9086,9065,8958,8993,9012,8900,8750,8550,8329,8283,8332,8253,8329,8545,8479,8339,8287,7959,7979,7780,7376,7171,7498,6981,7042,6720,7118,6827,6728,6601,6697,6736.27,6723,6914.183
107,Cote dIvoire,6621,Arable land,5110,Area,1000 ha,1740,1775,1815,1840,1880,1910,1925,1955,1970,1990,2034,2301,2380,2380,2400,2420,2420,2430,2450,2600,2902,3000,3000,3000,2900,2900,2800,2800,2800,2800,2800,2800,2800,2800,2900,2900,2900,2900,2900,3000,3500,3500,3500,3500,3500,3500,3500
108,Kazakhstan,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,35055,35040,34683,34716.5,33007.6,32551.8,32154.8,32056.3,30159.3,29359.7,28345.9,28343.6,28478.8,28562.3,28616,28641.2,28519.8,28618.2,28683.8,29180.6,29332.5,29394.7,29470.2,29601.1,29642.2,29657.1,29748.4,29857.2
109,Jamaica,6621,Arable land,5110,Area,1000 ha,145,145,145,145,145,145,135,135,135,125,115,115,115,115,115,115,120,119,126,136,174,161,158,155,150,145,143,140,140,135,135,133,128,128,125,120,120,120,120,120,120,120,120,120,120,120,120
110,Japan,6621,Arable land,5110,Area,1000 ha,5015,4978,4945,4921,4911,4898,4882,4874,4861,4852,4843,4836,4830,4820,4814,4806,4792,4768,4740,4714,4685,4660,4630,4602,4569,4535,4503,4474,4444,4419,4397,4379,4360,4343,4326,4308,4294,4282,4254,4246,4238,4222,4205,4184,4161,4142,4124
112,Jordan,6621,Arable land,5110,Area,1000 ha,288,290,291,293,294,296,297,299,290.6,296.1,304,212.1,276.8,276.8,303,308,292.8,179.2,149.4,259.7,229,211,252,180,187,190,190,190,192,195,177,209,185,190,140.3,149.5,200.8,177.6,175.6,217,231,237.5,227.9,237.26,187,201,208.6214
113,Kyrgyzstan,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,1320,1352,1305,1258,1357,1358,1360,1368,1356,1344,1345,1344,1334,1284,1283.7,1280,1279.5,1276,1276.2,1275.9,1276.6,1278.7,1280.6,1280.6,1287.8,1287.8,1288,1287.4
114,Kenya,6621,Arable land,5110,Area,1000 ha,3500,3500,3800,3800,3800,3800,3800,3800,3800,3800,3800,3725,4574,4593,4655,4882,5273,4990,5097,5292,5060,5452,5438,4671,4814,4678,5096,4891,5128,5091,5146,5258,5264,5310,5300,5300,5500,5500,5800,5900,5800,5800,5800,5800,5800,5800,5800
115,Cambodia,6621,Arable land,5110,Area,1000 ha,1800,1850,1850,1900,1900,1950,1950,2000,2000,2030,2040,2040,2300,2600,3000,3450,3685,3695,3700,3700,3716,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3700,3800,3800,3775,3765,3765,3876,3876,3876,3876,3876
116,Democratic Peoples Republic of Korea,6621,Arable land,5110,Area,1000 ha,2200,2200,2200,2200,2200,2200,2200,2285,2285,2285,2285,2285,2285,2285,2285,2285,2285,2288,2300,2300,2300,2400,2400,2300,2300,2300,2300,2300,2300,2300,2300,2300,2350,2350,2350,2400,2400,2400,2350,2350,2350,2335,2320,2310,2295,2283,2280
117,Republic of Korea,6621,Arable land,5110,Area,1000 ha,2095,2075,2061,2060,2067,2079,2069,2060,2051,2049,2032,2017,2009,2004,2007,1997,1978,1953,1927,1898,1875,1845,1783,1745,1722,1708,1699,1718,1689,1674,1659,1653,1643,1619,1597,1565,1536,1507,1488,1522.2,1495.8,1476,1464.5,1421,1396.7,1374,1364
118,Kuwait,6621,Arable land,5110,Area,1000 ha,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,5,5,5,6,6,6,7,10,13,12,12,11,11,11,11.3,11.3,10.5,10,10.5,10,11.6,9.5,7.7,8,8.6,8,8
119,Latvia,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,1688,1687,1710,1002,1060,1079,1059,987,970,958,973,957,1009,1092,1205,1188,1170,1168,1173,1158,1178,1208,1209,1229.8,1288,1290,1295,1319
120,Lao Peoples Democratic Republic,6621,Arable land,5110,Area,1000 ha,720,740,750,760,770,775,780,780,780,785,785,790,792,793,793,795,795,799,799,799,799,822,828,824,854,862,877,920,970,1015,1060,1105,1150,1200,1240,1290,1360,1400,1428,1450,1489,1596,1650,1650,1600,1550,1550
121,Lebanon,6621,Arable land,5110,Area,1000 ha,240,237,234,231,228,224,220,210,210,208,208,208,204,200,188,186,184,183,181,180,180,180,180,183,185,187,129,129,120,130,136,136.3,141.7,136,134.2,123,123,114,125,132,132,132,132,132,132,132,132
122,Lesotho,6621,Arable land,5110,Area,1000 ha,355,355,372,355,288,289,305,292,298,288,283,297,304,287,326,339,301,317,319,332,330,325,320,322,325,325,325,330,330,300,300,310,323,303,325,358,335,322,308,281.3,248.1,272.3,219,352,414,429.3,138
123,Liberia,6621,Arable land,5110,Area,1000 ha,366,366,366,366,371,371,371,371,371,375,380,380,380,390,390,400,400,350,350,350,350,350,350,350,370,380,400,400,400,400,400,400,400,400,400,430,470,480,500,500,500,500,500,500,500,500,500
124,Libya,6621,Arable land,5110,Area,1000 ha,1735,1735,1740,1740,1745,1750,1750,1753,1758,1765,1775,1780,1787,1795,1800,1800,1805,1805,1810,1815,1815,1825,1870,2028,2028,1815,1815,1815,1815,1815,1815,1750,1750,1750,1750,1750,1750,1716,1716,1720,1720,1720,1720,1720,1720,1720,1720
125,Liechtenstein,6621,Arable land,5110,Area,1000 ha,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3.9,3.37,3.24,3.11,2.98,2.85,2.72,2.59,2.46,2.33,2.2,2.07,1.94,1.83,1.48,1.48,1.48,1.48,1.48
126,Lithuania,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,2885,2828,2590,2866,2866,2878,2890,2953,2878,1631,1639,1525,1616.4,1906.5,1878.8,1835.6,1861.5,2053.7,2127.4,2185.7,2260.5,2290.5,2350.2,2171.9,2142.8,2103.7,2115,2211.9
127,Marshall Islands,6621,Arable land,5110,Area,1000 ha,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
129,Madagascar,6621,Arable land,5110,Area,1000 ha,2100,2124,2296,2289,2443,2500,2520,2540,2560,2570,2600,2620,2650,2670,2680,2700,2710,2720,2750,2780,2900,2900,2900,2900,2900,2900,2900,2900,2950,2950,2950,2950,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000
130,Malawi,6621,Arable land,5110,Area,1000 ha,2050,2050,2000,2000,2000,2050,2050,1900,2000,2100,2000,2050,2050,2150,2150,2150,2200,2250,2350,2300,2300,2100,2300,2400,2450,2600,2700,2750,2850,2850,3000,3000,3200,3300,3000,3450,3500,3700,3600,3600,3600,3600,3600,3600,3600,3600,3600
131,Malaysia,6621,Arable land,5110,Area,1000 ha,1015.89,1004.47,1055.14,1038.62,1067.74,938.61,1082.11,1027.14,1033.79,994.79,990.44,951.12,947.75,894.9,901.4,911.8,907.7,930.6,936.5,926.5,915.4,927.9,901,892.1,888.7,874.7,877.1,868.7,877,967.5,946.24,946.7,949.41,890.2,827.2,870.4,845,854.3,865.6,868.4,802.7,804,825.31,826,826,826,826
132,Maldives,6621,Arable land,5110,Area,1000 ha,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9,3.9
133,Mali,6621,Arable land,5110,Area,1000 ha,1718,1768,1818,2017,2015,2015,2010,2010,2013,2013,2013,2013,2033,2036,2036,2053,2053,2053,2063,2163,3060,3160,3319,4540,4535,4530,4520,4468,4500,4900,5942,5002,5603,5677,5808,5761,6255.4,6261,6861,6861,6411,6411,6411,6411,6411,6411,6411
134,Malta,6621,Arable land,5110,Area,1000 ha,13,13,12,12,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,10,10,9,8,8,8,9,9,9.3,9,8.2,8,8,8,8,9.08,9.08,9,8.97,8.97,8.97,9.07,9.07,9.07,9.07
135,Martinique,6621,Arable land,5110,Area,1000 ha,11,11,11,11,11,11,12,12,11,11,11,13,12,12,11,10,9,10,8,8,8,9,8,9,10,10,10,11,11,10,10,10,10,9,11.1,11.8,11.5,10.2,10.2,10.1,10.5,10.1,11.1,10.9,9.48,10.86,10.9
136,Mauritania,6621,Arable land,5110,Area,1000 ha,226,196,192,195,196,192,195,210,230,250,270,280,300,320,340,360,380,400,410,420,431,470,498,488,488,488,488,488,450,400,400,400,400,400,400,400,390,450,400,400,400,400,400,400,400,400,400
137,Mauritius,6621,Arable land,5110,Area,1000 ha,100,100,99,100,100,100,100,100,100,100,100,100,100,100,100,100,99,98,97,96,94,93,92,91,90,91,89,90,91,89,88,87,85,83,81,80,80,80,78,76,75,75,75,75,75,75,75
138,Mexico,6621,Arable land,5110,Area,1000 ha,17719,17688,17712,17736,17782,17785,17585,17660,17599,17795,18328,18241,18631,18344,19234,19698,20656,21709,22423,22429,22531,22549,22560,22717,22785,22831,22918,22905,23151,23184,23652,23214,23296,23363,23519,23306,23144,22933,22716,22552,22491,22161,22048,21749,20257,19900,19400
141,Mongolia,6621,Arable land,5110,Area,1000 ha,789,801,827,950,1100,1154,1160,1182,1212,1251,1312,1334,1353,1306,1334,1365,1374,1370,1368,1362,1352,1321,1321,1321,1227,1346,1190,1174,1176.5,1179,1179.4323,1174.9,1173.4,1175.3,1175,1197,1216.0562,1236.03,1291.8,1319.1033,1286.78,1312.7,1328.11,1323.35,1322.71,1327.4,1328.8
142,Montserrat,6621,Arable land,5110,Area,1000 ha,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
143,Morocco,6621,Arable land,5110,Area,1000 ha,7195,7200,7293,7315,7450,7658,7504,7530,7690,7767,7823,7834,7878,7957,8166,8174,8457,8707,8717,8934,8999,9124,8921,9096,8980,9033,8818,8767,8488,8402,9055,8210,8122,8064,8065,8052,8039.6,7729.3,7803.8,8047,8128,7601.1,7497.3,8221,8418.7592,7852.1712,6898.964
144,Mozambique,6621,Arable land,5110,Area,1000 ha,2850,2850,2870,2870,2870,2870,2870,2870,2920,3000,3000,3100,3150,3200,3300,3350,3400,3450,3500,3520,3520,3570,3650,3750,3900,4000,3950,3900,4000,4450,4500,4600,5000,4900,5200,5400,5500,5650,5650,5650,5650,5650,5650,5650,5650,5650,5650
145,Micronesia (Federated States of),6621,Arable land,5110,Area,1000 ha,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2,2,2,2,2,2,2,2,2,2,2
146,Republic of Moldova,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,1736,1744,1759,1773,1787,1787,1798,1812,1827,1849,1843,1845,1840,1833,1820,1822,1821,1817,1813,1811,1814,1816,1728,1733,1738,1738,1681.7,1689.9
147,Namibia,6621,Arable land,5110,Area,1000 ha,652,652,652,654,654,655,655,655,655,655,660,660,660,660,660,660,660,660,660,660,698,747,816,816,816,816,816,816,816,816,815,815,814,813,800,800,800,800,800,800,800,800,800,800,800,800,800
149,Nepal,6621,Arable land,5110,Area,1000 ha,2165,2180,2195,2210,2225,2240,2255,2270,2288,2291.6,2295.2,2298.8,2302.4,2306,2309.6,2313.2,2316.8,2320.4,2324,2327.3,2330.6,2333.9,2337.2,2340.5,2343.8,2347.1,2350.4,2354,2355,2335,2315,2300,2280,2260,2240,2220,2200,2180,2162.7,2118,2114,2113.7,2113.7,2113.7,2113.7,2113.7,2113.7
150,Netherlands,6621,Arable land,5110,Area,1000 ha,761,762,759,769,775,780,785,790,788,790,801,817,826,844,861,869,876,879,881,887,887,885,882,895,901,906,914,910,905,916,906,1127.5,1111,1069.8,1059.8,1066.6,1054.7,1022.6,1006,1011,1038.4,1045,1042,1028,1037,1021,1011.1
151,Netherlands Antilles (former),6621,Arable land,5110,Area,1000 ha,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
153,New Caledonia,6621,Arable land,5110,Area,1000 ha,7,7,7,7,7,7,7,7,7,7,7,10,10,9,9,9,9,9,9,9,8,7,7,7,7,7,7,7,7,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.8,6.5,6.004,6,6,5.97,5.97,5.97,5.97,5.97
154,North Macedonia,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,606,609,609,606,609,600,587,588,555,568,499,471,461,448,439,431,424,420,414,414,414,413,412,414,416,417,418,419
155,Vanuatu,6621,Arable land,5110,Area,1000 ha,15,15,16,16,17,17,18,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
156,New Zealand,6621,Arable land,5110,Area,1000 ha,2912,2889,2819,2761,2736,2702,2661,2616,2560,2547,2585,2562,2522,2585,2616,2519,2534,2645,2356,2075,1930,1707,1579,1558,1555,1555,1555,1500,1500,476,415,420,425,399,431,453,471,499,471,509,547,590,478,541,491,518.5,546
157,Nicaragua,6621,Arable land,5110,Area,1000 ha,1050,1060,1060,1060,1060,1065,1069,1070,1150,1150,1150,1200,1220,1220,1250,1280,1300,1300,1300,1320,1350,1350,1650,1650,1750,1800,1850,1917,1912,2000,2050,1950,2000,1860,1800,1700,1650,1531,1503,1532,1504,1504,1504,1504,1504,1504,1504
158,Niger,6621,Arable land,5110,Area,1000 ha,10810,9776,9776,9774,9774,9774,9952,10212,9772,9852,10002,9772,9770,9770,9502,9489,9594,11036,12092,12987,12986,12985,13985,13985,13985,13984,13984,13975,13970,13960,14050,14105,14123,14137,14925,14920,14900,15100,15600,15900,16800,16800,16800,17500,17700,17700,17700
159,Nigeria,6621,Arable land,5110,Area,1000 ha,31150,27000,26000,26000,20611,18855,17716,19603,16466,17432,17505,21000,23000,27860,27882,28112,28088,28174,30000,30100,30100,31000,32900,33100,33200,34000,35000,35000,33000,34000,35000,35000,36000,36800,37000,36000,32000,33000,34000,35000,34000,34000,34000,34000,34000,34000,34000
160,Niue,6621,Arable land,5110,Area,1000 ha,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,Norway,6621,Arable land,5110,Area,1000 ha,788,791,790,793,798,804,828,815,825,838,846,852,854,865,865,870,878,860,887,878,885,896,987,995,897,898,882,879,881,878,871,869,862,858,852.6,845.1,834.88,825.6,818,811.9,807.7907,808.18,807.141,805.122,801.49,803.21,799.885
163,Northern Mariana Islands,6621,Arable land,5110,Area,1000 ha,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.08,0.08
164,Pacific Islands Trust Territory,6621,Arable land,5110,Area,1000 ha,3.3,3.3,3.3,3.3,3.3,3.3,3.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3,4.3
165,Pakistan,6621,Arable land,5110,Area,1000 ha,31210,30530,30800,30460,30640,31150,31050,32110,31160,33140,31040,32110,31710,30140,31250,29920,30410,29750,29810,29920,30230,30250,30460,30550,31040,31120,31110,31040,31300,31220,31190,30310,30170,30320,30180,29460,29420,29390,30100,30240,30470,30440,30400,30990,31210,30507,30507
166,Panama,6621,Arable land,5110,Area,1000 ha,432,433,433,433,434,434,434,435,440,450,455,460,465,470,475,480,490,499,499,500,500,500,500,500,510,520,530,548,548,548,548,548,548,540,540,540,540,568.89,565,565,565,565,565,565,565,565,565
167,Czechia,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,3332,3317,3301,3257,3250,3261,3256,3243,3236,2779.69,2759.28,2730.49,2712.42,2637.44,2626.28,2600.24,2581.88,2547.93,2521.61,2518.8,2501,2489,2490,2491,2496,2484,2484.472
168,Papua New Guinea,6621,Arable land,5110,Area,1000 ha,120,126,132,138,144,160,165,167,172,175,179,180,183,185,186,188,190,192,192,192,193,193,194,195,197,199,203,205,210,220,225,230,240,250,250,300,300,300,300,300,300,300,300,300,300,300,300
169,Paraguay,6621,Arable land,5110,Area,1000 ha,804,920,1040,1160,1270,1390,1500,1620,1741,1780,1820,1860,1900,1950,1990,2030,2070,2110,2150,2300,2300,2450,2600,2600,2600,2850,2950,3020,3105,3210,3280,3370,3460,3550,3640,3757,3858,3975,4122,4360,4484,4663,4868,4664,4653,4734,4734
170,Peru,6621,Arable land,5110,Area,1000 ha,2900,2900,2910,3000,3103,3145,3171,3220,3245,3285,3333,3374,3376,3385,3400,3400,3400,3500,3550,3600,3600,3602,3740,3860,3960,4115,4225,4205,4185,4165,4145,4125,4077,4044,4010,4030,4135,4085,4030,4156,4183,4210,4237,4264,4339.1,4519.6,4299.3
171,Philippines,6621,Arable land,5110,Area,1000 ha,4750,4800,4850,5000,5100,5150,5200,5228,5220,5240,5260,5280,5350,5400,5420,5440,5460,5480,5487,5435,5385,5335,5285,5235,5185,5135,5085,5034,4984,4935,4970,5120,5005,5155,5290,5450,5500,5300,5450,5580,5590,5590,5590,5590,5590,5590,5590
173,Poland,6621,Arable land,5110,Area,1000 ha,14800,14764,14781,14763,14739,14709,14652,14621,14512,14484,14474,14535,14511,14484,14480,14464,14414,14388,14360,14337,14305,14300,14210,14004,14006,14057,14072,13993,13584,13010,12587,12610,12141,12368,11823,12043,12066,10829,11098,10925,10792,10928,10887,10806,10907,11009,11055
174,Portugal,6621,Arable land,5110,Area,1000 ha,2458,2453,2448,2443,2438,2433,2428,2423,2418,2413,2408,2403,2398,2393,2388,2383,2378,2344,2309,2275,2240,2200,2153,2000,1882,1798.5,1715,1750.27,1628.56,1636.15,1554.42,1482.73,1305.46,1241.74,1148.25,1220.21,1200.98,1147.57,1126.77,1123.82,1138.51,1098.13,1069.96,982.23,944.0094,919.18,919.18
175,Guinea-Bissau,6621,Arable land,5110,Area,1000 ha,250,255,255,255,255,255,255,255,257,270,280,285,290,250,240,230,240,250,250,250,270,280,280,270,270,260,280,300,300,280,270,280,280,280,280,280,280,300,300,300,300,300,300,300,300,300,300
176,Timor-Leste,6621,Arable land,5110,Area,1000 ha,85,85,85,88,90,96,100,100,100,100,100,100,100,100,100,100,100,110,120,120,125,130,130,130,127,125,120,120,145,145,150,170,170,170,160,160,160,150,150,160,155,155,155,155,155,155,155
177,Puerto Rico,6621,Arable land,5110,Area,1000 ha,95,95,94,94,96,98,97,74,68,67,64,66,63,64,63,77,70,65,55,52,32,33,33,33,37,51.5,54.6,59.7,64.9,68,61.2,55.4,50.6,43.8,36.9,41,45.1,49.2,52.3,55.1,54.2,53.3,52.4,51.5,50.6,50.2,50.2
178,Eritrea,6621,Arable land,5110,Area,1000 ha,,,,,,,,,,,,,,,,,,,,,498,437,438,369,391,498,498,560,562,562,597,598,620,670,670,670,690,690,690,690,690,690,690,690,690,690,690
179,Qatar,6621,Arable land,5110,Area,1000 ha,1,2,2,2,2,1,2,4,5,6,7,8,8,8,9,9,9,10,9,12,13,13,13,13,13,13,13,13,13.3,11.5,11.6,11.6,11.6,13,13,14.46,12.6,13.73,12.31,13.48,15.4,15.1,15.3,14.3,14,14,14
180,Palau,6621,Arable land,5110,Area,1000 ha,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
181,Zimbabwe,6621,Arable land,5110,Area,1000 ha,2415,2465,2465,2465,2465,2465,2465,2505,2545,2585,2625,2665,2705,2745,2790,2830,2870,2910,2950,2990,3030,3100,3110,3400,3500,3400,3550,3600,3600,3650,3650,3800,3900,4100,4000,4250,4100,4000,4200,4000,4000,4000,4000,4000,4000,4000,4000
182,Reunion,6621,Arable land,5110,Area,1000 ha,47,47,47,47,47,47,46,51,53,51,50,51,51,51,51,50,47,47,46,35,35,34,33,33,33,33,37,37,36,36,35,34,35,34,35.3,35.2,35,35.3,35.8,35.6,35.7,35.6,34.2,34.6,34.17,34.33,34.19
183,Romania,6621,Arable land,5110,Area,1000 ha,9658,9703,9741,9760,9781,9803,9817,9834,9849,9870,9904,9935,9985,10005,10080,10107,9458,9450,9423,9357,9341,9339,9337,9337,9346,9325,9332,9381,9371,9376,9377,8915,8985,8939,8675,8721,8789,9146,8995,8798,8746,8778,8778,8582,8543,8686,8966
