# File: FAO_Fert_Cons_tN_RESOURCESTAT.csv
# Title: FAO fertilizer consumption (Ag use) by country_year
# Units: tonnes N
# Description:  Data is preprocessed and generated by gamdata-FAOSTAT
# Data source: FAOSTAT (domain:RFN FAO.udpate:2021-07-02T00:00:00)
# Date of CSV last update: 2022-04-14
# Column types: iciciccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element_code,element,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
98,Croatia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,133522,91000,95000,93000,101600,152000,94996,99400,116000,99000,129821,123597,145499,124858,191158,212374,263430,93224,117400,139848,106884,77920,73680,87428,72320,98412,99420,97099
99,Iceland,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,14145,13589,14761,14813,15007,15779,15734,14868,15202,14700,14813,13544,12918,12739,11381,11801,12100,12500,12126,10848,12000,11200,10062,11592,11800,12500,13500,13000,8981,11085,10344,9889,9775,12342,13832,15321,7535,7590,8670,9429,8616,10793,11374,10831,13066,11743,10381
100,India,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1829000,1765700,2748600,2456900,2913000,3419500,3498100,3678100,4068700,4042900,4637300,5333300,5750000,6528700,5702900,7157500,7150900,7565500,8046272,8426735,8778871,9507169,9822852,10315919,10901899,11353755,11586250,10920200,11310175,10469210,11077861,11712729,12723910,13760868,14417665,14863815,15558372,16450653,17367540,16820900,16750100,16949600,17372300,16735400,16958000,17628200,18863900
101,Indonesia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,350000,345000,341900,351200,465200,548998,620419,850931,997054,1082400,1049155,1285800,1298900,1366200,1467400,1585400,1469100,1609900,1551700,1697000,1557900,1649000,1844000,2084000,1706600,2120900,1925500,1964400,1953480,1974661,2119780,2309142,2411944,2435520,2503269,2700006,2935774,2784573,2933822,2947039.61,2791106.42,2909405.65,2818598.24,2964027.98,2951991.41,3237087.26,2928279.43
102,Iran (Islamic Republic of),3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,194080,188525,189980,194770,238795,176745,289285,300185,402130,493930,596584,489527,467400,529372,529400,527514,726000,558100,658000,834360,555000,609000,633000,685225,830025,878000,847800,862572,864108,947120.05,998278.77,1043417.37,1089424.09,1355646.05,1116791.02,1193567.47,1033931.57,943706.67,559006.08,670332,626029.06,701509.73,564053,564911.75,564911.75,564911.75,564911.75
103,Iraq,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,20139,27317,25000,35000,45000,43388,74200,64500,63600,64700,54300,109800,120000,131490,148500,164600,138425,130000,95000,130000,226000,238000,225000,240500,242700,251200,254700,250500,502000,507200,45200,102714,153880,167020,126420,164120,171846,107980,138340,158685.16,159833.13,80172.24,63236.84,104472.28,180937.87,173013.64,173013.64
104,Ireland,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,130200,133000,152739,168159,230466,263600,247500,275100,275200,296000,331400,327700,322733,371663,339300,349000,378500,370000,347900,353000,404000,433000,425000,394000,397000,444000,429000,368410,366000,468352,391200,352165,345154,321588,308960,306806,362395,313649,296536,353044,331782,312090.87,322393.64,302390.51,344238.02,395824.61,288161.25
105,Israel,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,30340,32604,37375,36495,38195,37620,35717,39506,35830,45500,47100,55500,52800,49800,52000,46500,48400,49600,41300,43400,44000,50000,50000,65000,61000,61000,44000,49000,45300,44700,50200,52400,48800,47500,59400,45900,36100,30200,44800,45100,46900,46400,45100,46800,48477.28,50200,45272.1
106,Italy,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,672178,672195,724337,699726,817300,1042654,1106810,1006011,987968,967833,996106,1026266,1054533,1010607,1046631,924021,827279,878960,906720,910000,917900,879200,875000,876000,855000,845000,868000,828000,773161,845003,846812,866469,800697,798807,812480,670261,514480,498605,516543,591000,600600,574016,605236,602730,599242,594767,598544
107,Cote dIvoire,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,7942,7799,10900,12000,17500,15900,16600,19700,11300,12800,10000,11000,8200,8000,4500,8200,10000,13500,16200,18000,30000,34000,36000,41500,60000,50000,41200,40000,30000,30009,19994,40558,16180,10962,25909,17606,21396,26724,25236,32530.85,33455.43,44188.96,42564.33,46627.3,33026.26,36966.42,65558.11
108,Kazakhstan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,150000,86000,65000,64000,67100,15100,12600,30000,30000,42000,12800,19600,24800,20500,27800,37500,16300,29500,40701,47523,105264,55742,80654,91532,80019.97,104222.71,81004.79,54542.29
109,Jamaica,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,8000,9300,6000,7300,4500,6444,6390,8865,10214,3406,6656,8800,5900,6600,12000,16000,16000,7400,9200,4200,6000,8200,8100,8100,9020,8906,9210,9900,8440,8209,9752,9829,6417,4844,4471,4403,4505,4826,4729,6362,4801.62,4840.89,2668.68,3133.25,3757.95,3704.87,4779.96
110,Japan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,821200,690800,653000,702000,716000,723000,777000,614000,643000,683000,701000,697200,680000,693000,669000,640000,641000,612000,576000,572000,600000,580400,527500,511700,495200,476000,479500,487400,484000,531031,543757,561300,553543,528306,514482,468524,434730,449471,439801,372500,367000,395800,359100,380200,385500,369400,369400
112,Jordan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1830,1990,1900,3997,1400,3173,6200,6000,2918,7080,8830,6950,10710,6100,7301,14251,12000,8000,14809,9700,6300,4000,6000,5000,10946,14835,12996,9404,10000,10600,10900,4700,10700,4600,6500,7800,8200,10200,10200,10500,24817,18639,34523,22113,20085,19918,19918
113,Kyrgyzstan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,25300,22000,22000,22000,25000,25000,27714,26849,27653,27396,9232,31383,27232,29589,26842,26141,22530,25887,25714,22447,26908,29124,35748,12786.03,14085.66,9311.93,24953,24773.6
114,Kenya,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,20370,19400,21882,22417,25284,25416,20100,26700,37000,27700,30000,34700,48500,46200,47798,57600,49300,49100,52400,47800,42100,50800,33000,63000,51000,53000,54200,69911,80014,62724,68061,64724,72514,77667,79441,73071,77794.33,78916.27,102080.12,125243.98,148407.83,122180.68,95953.52,124368.61,160388.81,118814.43,139554.15
115,Cambodia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1000,900,100,100,1875,3650,5425,7200,10500,7300,1600,500,683.3333333333333,866.6666666666666,1050,1233.3333333333333,1416.6666666666667,1600,4200,9400,10000,6000,6000,4300,18900,3220,4442.9175,5665.835,6888.7525000000005,8111.67,5204.89,7450.7,11053.86,10663.04,11211.83,12570.64,17392.67,22657.53,36491.15,54838.43,50441.59,64090.24,80858.37,55652.86,114997.96,127805.95,112118.62
117,Republic of Korea,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,411236,447377,467678,361289,387890,461610,443900,447224,431838,308600,367400,401800,426100,435400,448900,460100,505744,505400,473500,486600,477300,475000,478029,455907,507000,451000,428298,411517,374555,355981.65,360970.37,385933.14,417303.77,306923.95,347381.24,286511.63,225992.15,215329.53,221382.79,232058.94,223951.09,221061.44,212114.73,214593.92,209483.85,216141.45,211677.22
118,Kuwait,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,100,100,100,100,100,100,260,140,300,500,500,500,700,407,328,775,500,600,700,800,1000,1000,1000,2000,1200,1000,1100,629,1046,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1500,3000,3300,3000,2400,2600,2500,2500
119,Latvia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,63000,40000,40000,12000,14000,19000,31500,33600,28498,40300,36047,24159,39300,40900,42700,47748,50228,53508,58643,61875,65204,69696,72935,75820,78285,77441,74540,80718
121,Lebanon,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,38600,19120,7000,17700,13700,14400,16000,14000,16900,21300,17000,17000,11900,10600,10000,11300,14000,11000,12400,14200,18000,10000,25000,22000,21942,23400,22000,24300,29695,19844.3,23604.21,24935.51,14606.75,9453.23,14443.58,9863.01,15530.37,17606.65,18390.08,18649.15,19966.2,19099.86,18924.27,20758.87,22908.91,16925.92,16925.92
124,Libya,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,7000,10100,15000,13100,16700,13800,22540,18302,27224,35200,33900,31900,27800,31700,37800,32500,30000,35000,35000,26700,34600,24400,30000,16600,17500,20000,43600,31700,20700,30800,23800,29600,32000,32000,32000,32000,32000,32000,31900,32400,31200,17500,14000,15700,25800,15100,15100
126,Lithuania,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,88000,43000,43000,40000,79000,81100,83400,94000,98000,102000,115000,116000,117000,119000,122000,127000,118300,134400,143200,147000,153000,157226,163200,162813,160237,167149,159433,178603
127,Marshall Islands,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Madagascar,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,4187,4980,3514,3880,4169,4667,3400,4000,3500,6600,7400,2000,5600,6153,3567,3830,2473,4356,3745,3938,5973,6008,7727,8917,3636,3590,4296,3796,3205,2683.47,4686.85,2861.48,7463.6,3821.17,4502.81,7502.12,4410.95,4577.51,8660.94,16838.84,10261.44,18316.46,16444.6,9337.1,31410.7,28692.64,24184.52
130,Malawi,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,12442,7453,12888,18887,12832,19563,14449,22800,25733,24200,23116,23603,15931,22715,29847,27201,30300,30000,46000,51800,48000,9060,28202,37900,41200,34800,30000,34588,16781,60083,60989,71630,66172,82959,84330,98191,72041,96533,84938,58424.47,58784.79,118305.04,109426.62,63280.19,86463.2,88084.9,77290.04
131,Malaysia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,112181,68878,77573,90000,102000,109500,137500,139300,127900,138100,161000,216000,215000,198900,208600,237100,273100,262100,254700,294900,301000,287000,286000,255000,344000,417000,362400,348588,331917,417621.67,522180,602415.25,663718.15,649548.67,665261.24,726950.87,487280.51,681543.05,706061.49,720551.01,555304.36,601854.48,538253.11,527252.04,476916.92,386877.95,386877.95
132,Maldives,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,12,20,34,119,256,64,141,127,70,302.85,256.49,203.12,237.61,338.68,350,406.08,406.08
133,Mali,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,5043,2947,1600,4500,7900,5511,6759,6704,3935,5559,3348,20267,11188,8043,9009,9000,8700,9200,9500,10700,12000,12000,12000,12000,25600,17400,18100,12709,14000,52743.66,44642.77,46570.55,50450.28,62342.68,36879.27,65076.89,66367.3,67657.71,55848.33,59184.15,74543.19,89902.23,105261.27,120620.31,102990.6,102990.6,102934.33
134,Malta,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,270,233,232,245,573,576,488,959,228,187,488,530,519,468,576,466,437,700,700,1200,1000,1000,1000,1000,1000,1159,451,450,300,598,521,643,578,926,571,339,415,410,460,1965.6,3391.67,3866.64,4087.6,2122.4,623.76,1297.99,755.1
137,Mauritius,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,11178,8674,10000,8848,10111,10139,9707,10193,9518,9861,10733,10617,10991,9889,12635,10950,11600,11192,11224,11251,9857,11800,12442,13067,11790,12400,13400,13300,8350,11028,10742,10499,9908,8614,8815,7300,6954,5125,7745,10445.51,7594.76,10657.61,6569.35,9055.13,8378.31,7408.6,7775.51
138,Mexico,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,559537,593254,732173,830358,794200,752246,826100,904330,1111698,1180600,1087900,1193200,1262600,1324900,1378080,1269600,1292800,1346300,1155200,1230000,1193000,1182400,1049000,1207400,1197000,1336000,1300000,1342000,1374100,886067,912583,942528,1219457,1057564,1141863,939477,1038669,1074653,1100656,1439333.24,1732783.51,961265.97,919369.4,1491238.88,1455988.93,1331837.19,1331837.19
141,Mongolia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1500,1600,800,4400,3700,4300,4600,5700,9500,9700,11700,11800,13100,12800,14300,11300,10000,9100,10000,11000,500,500,2000,2000,5000,4200,2800,3400,3200,4448,3986,5873,3657,6511,5981,6921,7520,11026,13933,16935.62,25365,19127.43,20685.73,22963.61,35672.8,40518.82,46176.52
143,Morocco,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,62500,62000,63200,82200,75200,80700,87416,82186,96587,91100,110900,104800,128300,140100,132900,158900,144100,164000,140600,131430,171700,134800,144900,124500,174127,176000,202941,207600,198000,248163,207532,231504,337370,321350,304810,275060,195952,220293,221434,185385,238977,233016,243242.7,114118.19,251200,211000,211000
144,Mozambique,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,9000,3700,3700,6700,10100,14000,10800,16200,20100,20000,7500,1692,1686,2000,3000,1100,1700,2200,2100,3000,2000,5000,5000,7000,1500,3800,8000,9700,16000,17700,1836,3414,6400,17168,11464,41860,15133,43385,32590,23787.89,26629.37,33555.73,12068.82,19192.49,22609.49,26508.47,26508.47
146,Republic of Moldova,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,64700,60000,60000,60000,60000,9500,6800,3100,5000,31174,14700,13300,14200,14800,12811,17147,19924,14578,16355,19208,26900,34000,40155,33943.4,45929.49,46248.81,63750.94,49297.41
147,Namibia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,2920,805,1973,1003,1892,1337,210,1268,2849,4866,10503.4,7729.93,3874.2,10368.12,19648.46,18840.14,20356.59,18856.04
148,Nauru,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,Nepal,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,9002,8961,8421,10687,13012,13746,15479,16768,17976,22882,28058,31656,31699,32899,38113,39801,49274,51837,57000,59400,55259,66400,70000,75000,77400,87400,62000,51771,47204,21838,5465,8118,2856,8781,1939,2790,28331,43148,54769,45950,78287,96717.66,105798.44,105723.46,91633.68,127251.26,121485.98
150,Netherlands,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,411974,434952,452696,429852,446681,443340,486130,482803,477273,456718,478309,505344,499673,503959,458210,455650,412356,392000,391759,389872,371555,395000,390000,390000,375000,350000,345000,300000,296000,292195,290559,300495,279246,287767,241217,231058,224188,217959,212312,231000,201997,221682.33,241367.67,224076,224363,208797,197736
153,New Caledonia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,232,232,232,170,199,131,472,504,464,500,590,200,200,200,500,500,500,1000,400,300,300,300,300,300,300,300,300,300,300,728,1502,601,785,633,789,539,356,559,686,773.02,499,559,559,562,562,562,562
154,North Macedonia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,36162,36162,36162,25219,30400,28100,25200,25000,19200,12600,8969,12030,15030,18092,17074,18897,15677,17412,19444,18143,16738.8,19314.11,20428.62,19644.76,22523.97,20996.66,17914,17619.11
156,New Zealand,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,32447,17842,10295,20103,20231,24900,22300,20300,21700,30150,33141,40000,32000,27000,36800,20500,22200,45800,64500,90300,105731,125600,155500,140000,138900,153500,180000,230740,269000,279000,323000,348000,355000,310000,312000,328000,297000,341000,367000,363000,370000,405000,429000,432000,443000,458000,452000
157,Nicaragua,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,35000,22000,16500,22942,36000,35000,17800,30000,39000,30400,51402,38027,44935,55106,38500,58600,21918,31798,26232,26000,21000,10800,25000,25904,19973,21900,20239,14200,11968,35236,36667,33379,35608,42671,41872,34115,47285,39863,54979,65379,36289,50567,55976.34,59452.96,77641.9,48309.5,53971.11
158,Niger,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,220,80,287,558,963,746,764,1201,2405,1344,1400,1500,2136,1228,2003,1144,1754,1396,198,900,1000,2596,5176,5500,500,500,1681,2522,3371,6525,2519,2117,2786,4049,2508,1558,3304,4829,3813,12812.14,7123.17,12602.88,6721.04,6440.36,6440.36,6440.51,11025.97
159,Nigeria,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,4700,13200,30200,35000,35000,35000,62400,92200,96700,103000,120600,120200,109600,121000,108300,153200,180400,210000,212000,220000,220000,186000,100000,105000,77300,100000,107000,105600,146800,125131,167778,116343,213221,216854,70115,125033,99589,263151,138428,192598.73,269528.61,242150.99,196103.73,288746.46,453000,436400,436400
162,Norway,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,85300,96200,97800,95000,101200,108500,113200,110100,106700,109100,110600,110800,106000,109800,111200,110100,110400,110790,110933,109299,106800,110000,112000,112000,112000,106000,106000,102000,100592,99174,102587,103384,105549,103046,106319,107703,92742,85366,96000,94463,95522,99206,102598,102462,99675,102393,106765
165,Pakistan,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,341944,362900,443451,511000,554100,684300,775804,843574,832572,954083,914317,934498,1128138,1332570,1281700,1324453,1467590,1471642,1462862,1636323,1659350,1738117,1991006,1985080,2087607,2091852,2218100,2264600,2291610,2384980,2456009,2570230,2818779,2868984,2714053,2928057,3451900,3270531,3187339,2850771,3239557,3139263,3160507,3241907,3446922,3446922,3505356
166,Panama,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,11805,13443,13416,11000,9000,9600,11900,11400,13900,13900,11000,12200,14000,20600,20300,21100,18407,21672,16383,23694,26181,17950,16700,27400,21428,21300,17700,15297,16000,15171,17622,15233,15618,17682,14506,15453,17296,21601,13158,22714.27,26681.45,15953.92,16303.58,9545.45,12002.06,11617.81,11269.32
167,Czechia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,203161,239400,232700,262300,225814,218771,209532,262841,310830,191778,218390,206576,215130,223684,237875,221667,225982,238554,248024,339655,331997,328627,397136,404184,366044,351780,332032
168,Papua New Guinea,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,2600,3500,3400,4400,5800,6100,3200,3000,7300,3200,3500,3396,5300,6800,7300,6200,6300,5400,6500,8000,8000,8000,8000,8000,8100,3200,2700,4700,4800,4983,6869,14752,13832,11317,12198,13695,19011,15968,11561,16131.69,16529.59,17021.7,20682.54,21004.24,26359.01,31736.46,28748.76
169,Paraguay,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1000,667,300,500,300,800,1092,1350,2265,2000,1700,1300,3457,3800,1900,2197,3483,3654,4336,4808,9900,9900,10000,14000,15000,20471,18547,18300,22100,34934,41662,50723,41897,47891,76839,58789,58908,81616,100585,97575.82,115423.11,134521.29,122302.43,120237.09,133803.7,133104.39,122771.4
170,Peru,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,80492,113838,83549,100285,107116,103853,88433,84805,100589,71959,52873,55191,47822,127884,159549,158406,113156,84200,58641,64929,98400,110500,129200,133100,149700,170200,168070,190116,198866,210580,204092,210640,180300,203041,246705,203064,261885,223425,251242,266346.46,253006.63,249814.2,282128.88,289320.41,330068.39,246045.91,329921.65
171,Philippines,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,151902,177381,144100,177200,174249,205400,226700,224800,210713,232800,244074,180683,205860,298400,371960,372081,374642,400640,302700,362600,401142,401961,397333,482500,548215,409362,480389,488177,507348,445244,572571,629808,544134,474332,519960,401297,428140,593226,518448,470000,527459.09,595539.42,526906.12,628136.14,761288.18,649676,709569.32
173,Poland,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1073652,1142969,1227910,1212783,1250345,1296997,1312490,1343777,1213035,1244863,1321532,1238542,1336598,1388115,1335421,1504400,1478600,671000,569300,683300,757699,836149,851946,910000,1009700,862007,861300,895500,861800,831700,895000,895300,996500,1056200,1142300,1095400,1023700,1091100,1094700,1179100,1098400,1003600,1043000,1150600,1178800,994100,1046410
174,Portugal,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,127722,126834,141000,136602,154442,138607,155043,136603,145043,138554,125694,123200,137200,149800,149500,156500,145400,150200,141000,127000,129000,128000,125000,132000,121000,131000,120000,113000,103000,101000,95000,88000,84000,87391,113005,105131,97293,100249,95088,106864,110643,129991.31,117906.09,108440.48,102584.04,101282.15,105945.52
178,Eritrea,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,700,1100,1414,3793,5000,5000,5380,5400,3694,2835,684,3,1436,7,660,600,540,280,565,617.36,820.37,942.24,1602.42,1922.55,1774.33,4650.05,4599.34
179,Qatar,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,200,200,200,300,300,414,600,800,840,600,638,602,520,500,500,600,1150,1380,1500,1500,2000,6000,6000,1172,1165,1000,800,500,900,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1600,1400,1200,1200,1400,1500,1500
181,Zimbabwe,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,70000,75000,75000,60000,45000,55300,59075,92832,97995,87968,81300,71800,92985,81885,73414,88178,82228,94985,89822,57600,82116,92900,76000,94000,94000,95000,100000,87400,82000,70742,77499,51594,48403,60543,57419,48551,66135,70502,59563,41000,51800,50000,42600,58100,65000,50100,50100
183,Romania,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,442000,490000,788000,612000,571000,821000,786000,646300,882000,884000,878000,857000,880000,716000,720000,720000,778000,765400,275000,362000,411000,227600,233000,266000,220000,268000,182000,239279,268469,239071,252139,270131,299195,252201,265487,279886,296055,305757,313333,289963,344468,303562,357352,344311,381342,468639,455964
184,Rwanda,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,83,147,140,156,100,100,100,100,100,400,500,1000,1000,448,1349,261,326,1225,665,448,400,300,200,100,100,100,100,100,100,877,877,709,1214,589,2573,2799,535,94,77,2306.96,6721.68,6936.82,11095.18,3460.41,8562.74,7561.21,10628.36
185,Russian Federation,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,2622000,2051000,900000,1000000,984000,950000,831000,959000,960000,1090500,907000,846330,838270,863240,914660,1043750,1209760,1237290,1192680,1262820,1179790,1166600,1194490,1263420,1445212,1512795,1542017,1727454
186,Serbia and Montenegro,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,78000,58800,70000,129000,160500,185000,154000,138100,144900,202100,192367,167082,304430,276952,,,,,,,,,,,,,,
188,Saint Kitts and Nevis,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,200,200,300,300,300,300,300,300,400,400,400,500,500,500,500,500,416,390,500,500,800,700,639,639,800,800,800,800,800,27,27,27,27,42,22,34,23,23,24,24,0.01,42.94,8.74,16.56,12.83,12.55,12.09
189,Saint Lucia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,1500,1500,1600,1600,2000,1069,1372,716,950,1413,1218,1536,1710,1500,1500,1500,2925,2375,3000,2863.7,1860.68,531.82,181.72,220.49,80.4,936.14,767.24,917.78,0,176.76,478.84,206.69,293.54,244.7,43.77,15,92,252,155,316.45,205.1,400.75,429.31,283.23,125.77,132.15,276.56
194,Saudi Arabia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,4000,5000,5700,6415,4708,7020,15971,25168,41535,58975,113270,138600,168990,181500,236700,238000,262000,273000,284000,292000,250000,196000,153000,171000,181000,200000,210000,228000,223060,224300,235000,238000,194000,206000,231000,168000,150000,149000,185500,206000,171600,164000,197000,201700,178600,178200,178200
195,Senegal,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,7360,9000,10000,10800,11991,10300,8000,6800,6300,3400,8000,8000,7000,7500,7000,8400,6170,5950,9830,9000,13000,12900,5200,8000,7100,7600,14400,16200,15900,19400,13095,19616,12194,1611,1446,1845,18489,27170,19847,19370,21340,21450,28300,34485.81,47422.06,36232.48,31485.84
196,Seychelles,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,859,859,859,859,859,859,859,859,859,859,338,317.5,297,276.5,256,235.5,215,194.5,174,153.5,133,112.5,92,71.5,51,30.5,10,15,8,8,8,3,10,4,25,14,24,10,30,38.94,26.12,36.76,57.59,47.45,50.48,46.75,64.32
198,Slovenia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,47806,38796,44665,35000,24200,34102,34813,34392,34848,34770,33001,34035,29974,28864,29947,29220,24883,27068,27328,26999,26300,27263,28612,28319,27097,27083.91,27293,28047
199,Slovakia,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,,,,,,,64883,68656,72029,77644,72500,82814,65357,82100,81345,81300,79911,81317,78681,88935,87737,77058,86873,92969,101004,113581,113581,119036,114773,126236,122541.15,128976.88,128532.97
202,South Africa,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,231100,230153,285316,315941,343002,378901,400287,466385,528569,475900,367900,409100,379000,372900,328200,380874,375231,377600,358100,363000,411603,375100,386000,405000,405000,406000,413000,415900,393000,477072,420827,427571,347260,428719,439480,424123,414000,395000,419000,425000,404000,395000,357000,327000,470000,381000,381000
203,Spain,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,728457,713755,722154,830384,788072,870600,908163,901889,818318,798892,808460,916842,961600,1062500,1147800,1168409,1109395,1063114,998705,817621,929300,982500,912800,1153100,1041900,1199000,1181000,1113700,1110700,1026546,1198606,1072948,923764,969783,985857,739757,781069,941100,846700,843410,961507,1101895,1068103,982155,1079321,1033494,1011251
206,Sudan (former),3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,54693,60316,95000,80000,32000,11400,33850,80400,74520,79000,41700,86000,93400,60000,37800,78200,46920,66300,39400,44500,43900,39400,31700,76800,69000,26200,26100,32800,70000,54415,57500,74649,39710,44770,55810,55810,86170,129410,87550,,,,,,,,
207,Suriname,3102,Nutrient nitrogen N (total),5157,Agricultural Use,tonnes,3635,4047,2500,3401,3700,3500,1900,1200,5400,7100,7107,10511,7523,7832,7441,1634,1346,600,600,2600,3000,4000,4000,7000,6800,5694,4800,5300,5100,3912,5593,6279,4208,7524,5167,14450,7562,9844,9242,6066.48,6470.1,9491.05,10823.41,12155.77,12417.12,6981.15,6537.96
