# File: FAO_For_Imp_m3_FORESTAT.csv
# Title: FAO forests export (roundwood total) by country_year
# Units: m3
# Description:  Data is preprocessed and generated by gcamdata-FAOSTAT
# Data source: FAOSTAT (domain:FO FAO.udpate:2021-12-16T00:00:00)
# Date of CSV last update: 2022-04-03
# Column types: icicccnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
35,Cabo Verde,1861,Roundwood,Import,m3,302.40552610972327,590.7194054154933,909.9766727146504,917.4957901522093,903.6880861023682,398.05986562947464,196.1556856094721,493.1519024340902,193.10290903143985,197.28522931447114,193.9487624433861,194.6079900762129,195.58184181085315,195.33969188518185,436.1298209614889,198.35047768329338,199.06652902125725,176.3517776862499,305.2844459908446,1215.6809968688433,746.936576185295,3410.0221107812245,3500.682517072941,1561.7575767740655,97.29844379133137,343.3316877052062,459.5798374197386,472.42270265446433,596.6629159913347,603.2781820307835,449.9502813909348,2847.647447047398,2886.9620089086284,1946.3558156981483,2316.3804548930757,3842.26440084643,9040.419802489583,1851.7644626757617,1826.4870684443372,1392.1758781327912,563.5040931265593,1240.0048662936315,141.42946024750628,159.42571124366924,168.8543378177971,1999.0118903189448,359.39661465648726,794.29636590222
37,Central African Republic,1861,Roundwood,Import,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.045449254135484,0,0,0,0,0,0
38,Sri Lanka,1861,Roundwood,Import,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3884.7491027817664,15843.850200376199,7118.825304164469,802.6635196965016,10868.498249751048,899.4809245256863,902.8910990725066,261.7328137986814,264.631014305732,262.4776566155195,269.81254143110596,365.50542867018845,412.5064390376052,478.3785126770723,1152.3174537521481,866.7804456736962,1027.021767504658,783.9601794976566,174.916384488661,167.34005692290566,2656.619592230369,424.6482516897392,1223.791754643728,426.4082851387023,7427.961023880585,446.1999872597381,860.1115532528821,2877.517709557726,700.1965674032812,972.2519988778802,1018.3799754262719
39,Chad,1861,Roundwood,Import,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.24663588203422,29.650414333193716,183.46796623384185,181.44487173279094,1144.8179097151128,520.2754497057613,511.00331864048724,1402.8379891115148,1322.015826679015,1329.6277259998778,1321.4650399917532,4.979910572095291,4.920546643323124,30.558917685814333,25.98389662813835,1.9801466372258252,27.87021505292877
40,Chile,1861,Roundwood,Import,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4779.533974792113,99.01117167270637,604.8012959422496,394.97693295662197,382.68025909878185,392.85437136040787,316.36660051601785,368.8230759879895,438.3903531191518,433.55146976574923,448.8720406747707,476.9415744617622,481.62918131034564,429.47016034417265,372.44949187878905,373.0114225898067,338.25093054876754,277.3012408949304,257.8660682865285,282.70623913726206,164.35779254518596,2995.5187260372663,1233.8146191371247,60.48344470052515,4968.515032687242,8986.746618403162,26704.79074264326,1008.1303364388006,552.2677151349823,1890.04996523205,418.1560213439899
41,"China, mainland",1861,Roundwood,Import,m3,609851.1443212753,827007.1675816906,849311.5612003404,1115470.9928717194,879288.5077776043,820401.3830623472,808553.736082244,1803555.1375819547,1263279.2308836798,3662600.2822231567,5818462.873301583,7005887.642743665,8194879.171874748,6348539.98626841,6073941.51279085,7885423.240299328,6414321.698122951,3872725.117939522,4312973.0495498115,4457248.786982232,3555230.3908322826,3532761.120516974,3500104.904457624,3112094.8012679704,4541891.356179348,5050222.2120442595,9882430.134579856,13655423.356154298,16665071.842340754,24307516.23312974,24914501.899170898,25423737.913967412,29030720.67362997,32058035.77382744,36608475.09895723,31548919.47086596,28454661.491588335,34210448.96256095,42271551.26328603,37899702.0667743,45300721.058154166,51500308.51571757,49101263.8806104,50406685.04143922,55152422.76652308,58816511.66187561,60021538.54824579,59583740.738479055
42,Christmas Island,1861,Roundwood,Import,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.08507608859412,194.19539098791782,185.151256761962,130.38413289179974,132.3621415553415,132.56521273390422,154.8898057810294,184.52655169556132,182.91956903514216,189.84249840568307,202.21739788103747,204.7297956268744,183.04174158315175,159.17283661754027,159.86203825277428,145.3860934875309,119.54660427423035,111.51265001203146,122.64644029180083,108.1232545148086,93.76197062722714,97.16540540834511,90.51617283446042,81.95027048055567,105.36712928179868,107.0770659570174,94.95092280949454,90.67849639615629,8.910659867516213,111.48086021171508
44,Colombia,1861,Roundwood,Import,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.61458051473372,6345.854803655362,4220.582721717171,5924.913417482377,2321.1469911814197,1952.1969709675816,6518.995734019201,11313.221801174417,683.0273592225415,202.61016122335838,6.914967569435999,209.7490367987823,1740.984095316558,1851.312051332766,246.09843896550785,268.22218976577966,148.90312843288822,1932.9243162314392,82.14875521669914,198.2254588878303,199.83447138340668,1310.9906757362787,7042.289077964479,7441.0348789185555,2613.457068235609,632.7822983313538,5997.825975859385,2792.896730825482,2199.942913957892,120.04479081645643
45,Comoros,1861,Roundwood,Import,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172.23818405564546,295.5050352055521,407.0869517921567,390.258086011629,400.63366584279214,402.1525760193218,400.8695884202852,189.86537457623152,461.8294382295927,475.2762783615219,501.84635626756665,503.49342163837287,445.9399292491491,384.0193042504368,381.788161944861,343.57225161759214,279.42467538838275,257.6833141630085,280.0536363882297,243.8399549781928,208.7237985837722,213.38285109283632,195.9752432715737,174.80617001252568,326.6821335294511,144.66407131369985,42.962938024646604,141.02550582911155,721.7634492688132,1690.630803998428
46,Congo,1861,Roundwood,Import,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.3517776862499,97.74179767690244,22.287484942595462,33.69687695355999,32.050530334993844,41.69407458993258,51.161595462986384,71.04632117021575,98.41416090429938,111.57024006061597,130.72413816142446,155.57987188324864,174.50332656171943,171.6298799165478,163.20820430643568,178.3349848953171,175.68071586641415,71.00016719978777,857.8764250483205,1433.7657935795705,1798.357720391603,1457.7924687419518,2546.8098677720827,14.112803763455869,132.74991269323547,4.979910572095291,20.666295901957124,924.4072599958836,799.801994597269,23.7617596467099,74.32057347447672
47,Cook Islands,1861,Roundwood,Import,m3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.693784065897326,27.352822429548976,3.910662702540812,3.788913456423583,3.889647241192157,3.9043939419351634,3.8919377516532547,3.93503366997371,3.9030134812716653,4.012082400462543,22.31678490128567,32.719373730322395,38.5574038983028,41.848257514470674,50.622978780045194,54.08081738425062,51.27611702938802,54.36935174715961,67.20777157404237,65.9829091654473,63.240495813676645,71.97437437655192,73.24023662143169,72.09832539546154,100.39145928793597,32.47560784593262,124.89226169955408,196.25227734260977,29.702199558387377,93.03471288275374
