# File: FAO_an_Dairy_Stocks.csv
# Title: FAO all animal stock by area_item_year
# Units: Head
# Description:  Data is preprocessed and generated by gcamdata-FAOSTAT
# Data source: FAOSTAT (domain:QCL FAO.udpate:2022-02-16T00:00:00)
# Date of CSV last update: 2022-04-03
# Column types: iciccicnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn
# ----------
area_code,area,item_code,item,element,element_code,unit,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
195,Senegal,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,135000,120600,126645,130950,133050,140550,141000,145950,155100,168000,150000,150000,197700,315750,332550,312000,330000,329756,344324,358885,375404,474505,486312,500490,520399,463987,557465,563655,580522,418250,488875,494200,509874,524539,459660,537449,658983,673763,699792,656437,643741,662039,678729,695481,712343,728629,746442,667564
195,Senegal,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1554,1554,1555,1556,1557,1558,1319,1320,1296,1321,1322,1322,1325,1335,1345,1351,1474,1495,1500,1507,1515,1521,1528,1534,1547,1538,1574,1575,1583,1579
196,Seychelles,882,"Milk, whole fresh cow",Milk Animals,5318,Head,694,732,766,801,837,874,922,973,1027,870,760,680,800,840,840,870,870,840,870,840,800,750,700,550,500,520,530,550,470,480,500,445,320,280,265,270,260,250,110,150,200,180,160,140,130,143,138,137
197,Sierra Leone,882,"Milk, whole fresh cow",Milk Animals,5318,Head,65000,66000,67000,68000,69000,70000,71000,73000,76000,78000,74000,69000,69000,69000,69000,69000,69000,69000,69000,71000,73000,75000,74000,63000,55000,55000,40000,40000,32000,32000,35000,40000,53000,74000,66276,76668,95000,107000,117000,119000,119000,120000,111848,105410,100668,103355,106114,108316
198,Slovenia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,220023,210609,213703,215161,212293,192141,202300,140000,140236,140236,135805,139980,130711,134009,120273,112510,116391,113400,113103,109467,109068,111022,109571,107841,112838,107841,102710,100840,99210
198,Slovenia,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Slovenia,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,600,540,636,783,924,1123,1311,1838,2032,2708,2584,2857,2449,3111,2136,2876,2767,2904,3139,3511,3753,3035,2648,3501,2976,2679,3192,3810,3655
198,Slovenia,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,2500,2444,2539,2851,3054,3488,3741,4196,5263,5390,4542,4287,4069,3742,3407,3222,3817,3947,4958,4333,3180,3192,3188,3992,4467,3388,3812,4806,5118
199,Slovakia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,,429171,385949,359348,355199,335381,299614,283895,250974,242496,230379,230182,214467,201725,198580,184950,180207,173854,162504,159260,154105,150272,144875,143083,139229,132610,127870,125850,122050
199,Slovakia,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Slovakia,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,,286400,278826,150660,158088,154755,176449,158675,176499,177740,173563,172528,169701,176377,180185,175289,174074,183636,193215,191556,194773,193181,202780,194111,193716,188217,182950,163460,167730.5765765766
199,Slovakia,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,,14216,17509,17621,17559,18559,19779,28380,36183,36644,36644,37033,36861,36000,33000,32000,31700,31500,26606,26339,25273,25613,26146,25811,26945,26687,33540,32730,43016.57142857143
201,Somalia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,949000,884000,973000,941000,1050000,1178000,1165000,1133000,1163000,1189000,1092000,1117000,1168000,1188000,1240000,1296000,1248000,1040000,910000,858000,1092000,1300000,1350000,1404000,1400000,1270495,1200000,1150000,1263468,1276867,1165000,1190000,1200000,1165000,1200000,1174401,1170852,1175567,1230000,1235000,1235000,1240000,1196973,1200000,1100000,1167550,1180826,1186851
201,Somalia,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,4280000,4000000,4720000,4450000,4900000,5350000,5150000,5150000,5400000,5290000,5600000,5900000,5900000,6140000,6600000,7152000,7180000,6500000,5500000,5000000,5750000,6500000,6750000,6900000,7000000,6750000,6500000,6650000,6800000,7225928,6820000,6890000,6980000,6682069,6820000,6080102,6073841,6188133,7130000,7150000,7150000,6351051,6221982,6000000,5800000,5574244,6269748,6248478
201,Somalia,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,7950000,7420000,8410000,8250000,8800000,9460000,9240000,9350000,9900000,10450000,9900000,10065000,10450000,10560000,10840000,10890000,10759000,9805000,7420000,5300000,5830000,6360000,6625000,6780000,6900000,6625000,6360000,6520000,6550000,6838674,6580000,6600000,6900000,6828032,6580000,6210772,6204044,6256172,6950000,7000000,6900000,6900000,6343632,6368941,6338452,6350337,6333119,6330020
201,Somalia,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,1680000,1750000,1854000,1890000,1953000,2037000,2042000,2030000,2105000,2184000,2146000,2157000,2244000,2232000,2310000,2390000,2415000,2345000,2170000,2030000,2065000,2100000,2130000,2170000,2200000,2130000,2100000,2130000,2150000,2356177,2200000,2210000,2380820,2200000,2317334,2318484,2319634,2320785,2450000,2500000,2500000,2368520,2388161,2406753,2411206,2414965,2422840,2429464
202,South Africa,882,"Milk, whole fresh cow",Milk Animals,5318,Head,1032033,1098753,926190,912747,902489,951345,887072,830000,840000,870000,910000,870000,750000,920000,850000,860000,760000,770000,890000,770000,820000,720000,820000,820000,790000,790000,760000,990000,990000,850000,790000,770000,820000,800000,790000,980000,1000000,1000000,970000,930000,990000,950000,945000,1010000,1000000,1000000,1003333,1001111
203,Spain,882,"Milk, whole fresh cow",Milk Animals,5318,Head,1935004,1852000,1811000,1822000,1950000,1950000,1810000,1852000,1853000,2032000,1881000,1887064,1891000,1957000,1793000,1748000,1782000,1588000,1566000,1454000,1379000,1338000,1292000,1290000,1260510,1280000,1207000,1141000,1181986,1154000,1117670,1056920,1012000,942345,967449,903287,888300,828300,797900,827200,856800,844800,844114,818671,726131,816690,812870,810740
203,Spain,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Spain,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,2364263.435482404,2204298.17222879,2302033.2818041285,2256011.9123397293,2333871.965081386,2061053.0417386561,2040184.23206329,1903885.7233791035,2157601.436755479,2244212.3033554605,2351527.9621715015,2362603.9647176503,2234139.701736837,2437058.2431572247,2318685.8779667183,2619088.678730563,2743433.2090570154,3183000,3124000,3200000,3271357,3222000,3228000,3198000,3060000,3480000,3165000,3355000,3410000,3334000,2256500,2268700,2264000,2598000,2445000,2420000,2815000,3100000,2800000,2850000,2950000,3100000,2391525,2224465,2426467,2434780,2338130,2354800
203,Spain,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,1135802.2855947653,1039492.9490242237,1083207.0507707167,1079021.270836623,1084138.8417821324,1071377.6726961036,1096896.3710595227,1087902.4039141785,1111160.7811131869,1154328.9115639282,1258281.846274989,1325432.6758437692,1351351.7531574059,1373481.789678528,1466915.677424779,1506189.212632494,1552851.5593760444,1775000,1720000,1395000,1335000,1385000,1484000,1202000,1375000,1413000,1306000,1313000,1437000,1462000,1518390,1418480,1261140,1447120,1337907,1384323,1041000,1349000,1260000,1239000,1226000,1271000,983143,1253737,1328278,1986410,1896890,1890490
206,Sudan (former),882,"Milk, whole fresh cow",Milk Animals,5318,Head,1612000,1650000,1688600,1700000,1770000,2000000,2300000,2700000,3115000,3300000,3500000,3000000,3750000,3780000,3800000,3908000,4593769,4688860,4790139,4985000,5250000,5500000,5750000,6100000,6300000,6600000,7900000,9300000,10500000,11000000,13094000,14011000,14972000,14410000,14459000,14561000,14609000,14679000,14760000,,,,,,,,,
206,Sudan (former),982,"Milk, whole fresh sheep",Milk Animals,5318,Head,1340000,1350000,1395000,2400000,3200000,4100000,4700000,6800000,8300000,8600000,9000000,8000000,9000000,9500000,10000000,11000000,11750000,12296000,14528000,17165000,20281000,24427000,21531000,22786000,24151000,24151000,25598000,25658000,25700000,25800000,26922000,26404000,27056000,27056000,27650000,27937000,28234000,28535000,28700000,,,,,,,,,
206,Sudan (former),1020,"Milk, whole fresh goat",Milk Animals,5318,Head,2600000,2700000,2868000,2900000,3000000,3200000,3400000,3700000,4000000,4250000,4400000,5000000,5800000,6500000,7400000,7800000,9000000,9797000,9900000,11007000,13351000,16193000,19670000,16626000,17293000,17986000,18707000,19457000,19500000,20000000,21681000,23439000,23734000,23850000,23980000,23039000,23333000,23632000,23785000,,,,,,,,,
206,Sudan (former),1130,"Milk, whole fresh camel",Milk Animals,5318,Head,185000,188000,195000,200000,205000,208000,210000,210000,212000,212000,215000,220000,200000,220000,225000,220000,232000,240000,252000,260000,250000,255000,260000,264000,280000,292000,312000,325000,304000,284000,264000,244000,224000,200000,208000,216000,232000,236000,240000,,,,,,,,,
207,Suriname,882,"Milk, whole fresh cow",Milk Animals,5318,Head,4327,5133,5150,4950,4990,5178,5743,6000,6350,5700,6250,6835,6282,6804,6914,8104,9032,9250,8805,9560,10500,11450,11500,9900,9000,7000,6800,4150,4130,4000,3500,2901,2678,2261,2345,1980,1980,2165,2165,2000,1900,1800,1650,1700,1450,1170,1070,1230
208,Tajikistan,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,501050,512658,516088,508940,491300,478000,473400,523000,488030,508700,517100,543000,585000,642000,717300,756615,864272,932875,951534,984900,1037058,1042364,1068228,1132000,1168460,1196283,1207174,1227217,1057966
208,Tajikistan,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,116000,120000,105000,48000,24000,60000,80000,100000,95866,130000,120000,130000,150000,160000,152000,180000,190000,179210,210000,220000,247500,265000,225000,209995,214448,212814,213584,213301,213549
209,Eswatini,882,"Milk, whole fresh cow",Milk Animals,5318,Head,125000,128000,130000,135000,138000,140000,142000,144000,146000,147000,148000,148000,150000,151000,152000,153000,154000,155000,154852,158000,130000,132000,133000,122500,125000,135196,114000,130000,114303,135000,140000,133222,135000,130000,135000,141000,145000,135393,136346,137298,135601,135307,134285,133172,134169,135480,135823,136166
210,Sweden,882,"Milk, whole fresh cow",Milk Animals,5318,Head,696625,688456,675477,663833,652614,649597,653244,655738,660795,666189,660791,655884,645706,599985,576334,564550,568900,576400,528200,525351,524500,509400,482100,466300,468000,449000,448520,427620,418471,417082,402520,403702,393263,387530,365728,365581,356776,348095,346495,347969,344021,344339,336801,326122,326440,313050,301380,304400
210,Sweden,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Sweden,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Sweden,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Switzerland,882,"Milk, whole fresh cow",Milk Animals,5318,Head,889086,892000,884000,888000,883000,880000,882000,875000,856000,844000,835000,835000,816000,806000,788000,786000,794000,783000,783500,770500,753000,752700,743600,741000,714400,707900,683545,669410,669410,657924,638288,620041,620708,618100,614795,628516,599361,595474,596502,593829,589827,583584,574537,565173,562082,564190,544588,544588
211,Switzerland,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,3000,3000,3000,3000,2774,3074,4379,5769,6731,6950,7159,7988,8149,8881,13000,10212,10719,11712,12362,12373,12772,13313,13696,13564,12909,13747,14476,14539,14539
211,Switzerland,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,46931,47000,47000,47000,47000,50530,50600,50650,52000,52000,45658,46000,46000,46000,46000,44166,40600,39800,38100,34300,33307,33307,30951,19515,19383,20291,29022,29652,30783,31449,31820,33352,34343,35300,36087,36278,36512,36501,37181,37325,36747,36551,34935,34945,35732,36821,36593,36593
212,Syrian Arab Republic,882,"Milk, whole fresh cow",Milk Animals,5318,Head,188008,214997,243150,256663,291617,324597,362014,368265,386107,373392,336000,330000,332000,303908,285000,336000,351000,331000,332929,329000,316323,303951,367000,374685,390346,448061,464731,458947,415567,452223,459000,528000,561342,597374,629579,607000,604982,518369,611037,619665,618313,608513,539827,540094,457720,425820,441913,513543
212,Syrian Arab Republic,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,1027,646,954,1383,1490,1547,1742,1625,2000,1560,1600,1400,1112,1119,1100,950,724,557,659,758,696,635,639,741,800,596,1483,1571,1478,1689,2150,2450,3000,3000,2815,2900,3180,3325,3398,3670,3652,3938,3900,3900,3608,3661,3940,4051
212,Syrian Arab Republic,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,2822228,3266918,3814679,4232539,4239167,4408756,5028528,5874358,6384506,7006918,8360000,7811000,7144000,6950000,7624071,8403000,8323000,8928000,9498476,9275000,6396000,7144330,7820000,8506611,8980353,10074419,8993384,8622093,8099544,9069787,10090200,11693900,13019900,14239700,15771400,13481776,12121927,10128549,11852563,11904473,11884926,11733920,10879357,10152267,8946123,9115743,9495577,10539397
212,Syrian Arab Republic,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,389903,453208,542751,631828,682659,716119,674819,709736,706888,763772,720000,684000,698000,655175,666226,676000,645000,658568,634263,624297,687194,703998,724000,745361,754024,770442,731876,735744,661913,631142,698864,745395,880945,965588,1064170,1091175,1005425,1386000,1521000,1521758,1522425,1525703,1473793,1474525,1209774,1195374,1202404,1345722
213,Turkmenistan,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,360000,416000,477000,535000,567000,480000,485000,550000,620000,700000,770000,900000,1000000,1010000,1032000,974000,1043000,1020000,1012000,1025000,1027000,1021000,1024000,1024000,1023000,1024000,1020400,950000,1001516
214,"China, Taiwan Province of",882,"Milk, whole fresh cow",Milk Animals,5318,Head,15656,21454,25168,28570,23866,23855,25108,30735,31486,32773,34617,39145,51990,61036,73610,82449,86975,90798,100539,110595,117043,118503,58812,66377,62846,65284,66514,66175,66140,65125,64517,59467,54615,53151,52269,53107,52566,53170,55296,57196,59145,60500,60103,61859,59601,60523,61813,62916
214,"China, Taiwan Province of",1020,"Milk, whole fresh goat",Milk Animals,5318,Head,0,0,0,0,0,1000,1518,2182,2521,3708,5588,5278,8181,30707,38118,42981,38535,35167,33773,39600,45460,72003,90391,111834,119046,127146,125840,112554,99388,87871,85462,85020,85419,76326,67817,64484,60530,57512,57873,55338,53101,52343,51023,47269,45365,42793,40496,38543
215,United Republic of Tanzania,882,"Milk, whole fresh cow",Milk Animals,5318,Head,1875000,1940000,2006000,2086000,2133000,2205000,2229800,2264000,2516300,2480800,2520800,2561000,2680000,2800000,2930000,2960000,3000000,3050000,3100000,3200000,3220000,3230000,3250000,3250000,3350000,3850000,3300000,3400000,3680000,4175000,4600000,5180000,5500000,6100000,6170000,6620000,6800000,6900000,6900000,6900000,6950000,7000000,6747918,6835639,6722427,6885196,7001072,7116771
215,United Republic of Tanzania,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,1188000,1215000,1242000,1285000,1312000,1338000,1366000,1387000,1417000,1449000,1480000,1547000,1741000,1800000,1859000,1920000,1983000,2046000,2115000,2178000,2250000,2324000,2340000,2350000,2360000,2370000,2380000,2390000,2450000,2500000,2600000,2614073,2597861,2703934,2625000,2793447,2794833,2700000,2700000,2750000,2765000,3331272,3554675,3387972,3468696,3550428,3621869,3662021
216,Thailand,882,"Milk, whole fresh cow",Milk Animals,5318,Head,7200,7200,7200,8500,9000,12500,16500,15000,11400,14500,18206,23133,26431,33428,36544,23188,41840,44450,47775,43940,55751,72488,99456,130434,126136,126779,195000,201000,215000,230000,265000,285000,300000,275000,243000,262000,280000,183257,171027,229041,237730,230100,220000,220000,220000,220000,220000,220000
217,Togo,882,"Milk, whole fresh cow",Milk Animals,5318,Head,27000,26900,28200,28400,29900,29400,29900,28700,30900,32000,29000,32000,29600,30000,30600,33000,32500,31600,32000,32600,32200,38498,34500,34700,37000,40000,45000,50550,51044,52110,52235,53155,54987,55426,55497,55390,56360,56680,56700,57000,57000,58000,65189,65059,66269,66581,67367,68485
219,Tonga,882,"Milk, whole fresh cow",Milk Animals,5318,Head,163,165,168,170,173,175,177,180,250,182,185,187,190,192,194,196,198,150,187,184,183,150,100,183,183,183,120,250,198,199,199,199,199,199,199,200,200,250,200,255,258,260,205,205,206,206,207,207
220,Trinidad and Tobago,882,"Milk, whole fresh cow",Milk Animals,5318,Head,4300,4300,4600,3800,3500,3600,4480,5797,5695,6015,6694,7125,7500,8000,6686,6600,15350,16000,16550,15500,13500,13400,13100,13700,14000,14250,14600,15000,13920,14350,15500,16750,16900,15000,13400,11500,10700,9600,12500,9300,9200,8700,8300,5200,7300,7700,6733,7244
221,Oman,882,"Milk, whole fresh cow",Milk Animals,5318,Head,30000,35000,37000,40000,40500,39000,40500,42000,44000,45000,36000,37500,38000,40000,42000,42200,42500,42700,43000,43600,44400,50000,55000,63000,75000,83900,87600,40000,42000,43000,73810,87305,80552,81905,95000,88000,90000,126500,129000,130000,130000,111290,113520,115970,116739,119074,121455,127884
221,Oman,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,24000,25000,27000,28000,29000,30000,30000,32000,32000,40000,60000,40000,50000,85000,86000,90000,95000,103000,120000,140000,158000,180000,200000,218000,250000,296000,307000,310000,320000,325000,330000,339000,320000,322000,329000,337000,343000,303526,360000,366000,370000,422519,430363,438350,446480,454764,463202,471796
221,Oman,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,86000,64500,77500,82500,105000,110000,115000,120000,125000,325000,350000,350000,350000,420000,450000,455000,495000,500000,520000,545000,570000,590000,620000,650000,680000,725000,738000,740000,745000,750000,760000,765000,770000,1017250,1030188,1049201,1068566,1088288,916000,920000,926000,1320340,1344716,1369542,1394822,1420572,1446798,1473508
222,Tunisia,882,"Milk, whole fresh cow",Milk Animals,5318,Head,270000,290000,311000,327000,350000,310000,250000,255000,237000,237000,246000,250000,250000,240000,250000,260000,270000,280000,437775,300000,315000,386000,384500,408000,430000,460000,510000,550000,570000,590000,570000,530000,560000,580000,585000,481311,600000,610000,620000,456985,452120,468069,477445,452757,433598,447654,438084,432740
222,Tunisia,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,280000,290000,300000,300000,300000,230000,102000,150000,180000,200000,190000,190000,210000,190000,200000,190000,187000,196000,199000,210000,215000,246260,230000,266211,251191,245000,259662,269829,240000,267434,232000,235000,252000,262000,267000,280000,290000,330000,320000,333000,333000,333500,318000,314000,320000,317333,317111,318148
222,Tunisia,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,310000,330000,360000,350000,350000,300000,230000,240000,220000,220000,230000,300000,360000,300000,370000,365000,390000,410000,440000,450000,467873,430000,407962,482964,420000,430000,435000,450000,479101,440000,459495,450000,457000,480000,500000,480000,480000,437324,487000,488000,490000,424401,410456,406309,405516,410874,400474,394346
222,Tunisia,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,6000,3000,3000,2000,2000,2000,2000,2000,2100,2100,2200,2300,2400,2400,2500,2600,2700,2800,2900,3512,3532,3000,3535,3537,3539,3541,3542,3544,3200,3574,3576,3578,3580,3581,3583,3585,3587,3588,4200,4400,4500,3609,3614,3618,3623,3626,3630,3633
223,Turkey,882,"Milk, whole fresh cow",Milk Animals,5318,Head,4736000,4844000,4980000,5158000,5352410,5538090,5839570,5931240,6084340,5525530,5345120,5882911,6102113,6271122,6246770,6269352,6153970,5892550,6119280,6070410,6031950,6082150,5885590,5968220,5594290,5489000,5538000,5279569,5085814,4392570,5040362,3875722,3998097,4187931,4229440,4080240,4133148,4361840,4761142,5431400,5607272,5609240,5535773,5431714,5969046,6377907,6580753,6309235
223,Turkey,951,"Milk, whole fresh buffalo",Milk Animals,5318,Head,324000,327000,340000,335000,328580,337390,351130,343710,336270,266370,251720,252617,261363,254304,252472,230954,204040,187570,171140,165000,147980,150070,122370,113730,92210,84893,79973,69602,65356,51626,57378,39362,38205,36553,30460,31440,32361,35362,40218,46959,51940,54891,62999,63329,69496,75882,79333,80287
223,Turkey,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,20372000,20455008,21035008,21233008,21755616,22242512,23244256,24048544,24613712,24598480,24683984,21839536,22778144,23259040,23152000,24609312,23635248,23698832,23222336,22399330,21531850,20507510,19262500,18890080,17168690,16776000,16473000,15920159,14846753,13637194,12477217,9919191,10166091,10245894,10109987,9642170,9407866,10583608,11561144,13068428,14287237,14524264,15362927,15149414,17503414,18819284,19836985,20428674
223,Turkey,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,8896000,8918000,8995000,8817000,8714170,8793900,8854540,8945130,8732140,8430760,7792860,6684038,6768538,6801903,6610595,6600898,6182720,6013000,5877600,5602240,5463880,5182520,4907590,4725880,4407190,4247000,4086000,3793000,3773466,3553438,3126656,2476574,2426993,2420642,2263629,1937390,1830813,2582539,3033111,3502272,3943318,4400168,4578494,4555105,4963581,5327166,5471086,5333592
225,United Arab Emirates,882,"Milk, whole fresh cow",Milk Animals,5318,Head,5000,5300,5500,5900,5653,7284,7500,8200,9614,9800,10300,11127,11906,14781,15789,16743,22331,23894,25567,27000,29000,31321,33514,35860,38370,49638,55304,46528,49310,52046,54781,50000,15171,15397,16774,17665,34139,35072,37000,38000,38000,39000,40500,40400,42000,42000,42000,40848
225,United Arab Emirates,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,78000,78000,75000,47600,55000,77028,75000,85523,89061,90000,110000,115000,118000,79893,85485,91469,97872,104724,112055,119000,129000,137275,146884,157166,168168,179940,192536,203923,216116,228108,240099,245000,243724,256534,270019,284216,329019,311073,418162,531680,590192,588840,603062,601953,602336,607154,582591,573732
225,United Arab Emirates,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,187000,190000,178000,135500,160000,211729,220000,233109,245898,250000,260000,208387,222974,238582,255283,273153,292274,312739,334624,360000,385000,409930,450000,469330,500000,537337,574952,608955,645367,681176,716985,705000,382401,401115,421130,442740,491292,480020,707635,603691,692517,798743,812849,819211,846417,867317,853657,862860
225,United Arab Emirates,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,30000,27000,27000,27600,32000,35000,35000,41575,42970,45000,46000,47836,49546,50000,51000,55000,75217,80482,86115,88000,90000,105495,112034,120779,129200,138300,147975,156704,166071,175284,184497,185000,217531,200000,187000,249655,282349,227465,230832,231268,247241,264651,268444,275865,285032,283829,304245,314501
226,Uganda,882,"Milk, whole fresh cow",Milk Animals,5318,Head,763700,787600,806202,807684,814639,1087932,1048400,954000,949000,964000,974000,999000,1000000,1040000,977000,1065000,1104000,1228000,1280000,1302000,1343000,1277000,1308000,1325000,1339000,1410000,1455000,1460000,1500000,2000000,2687000,2845000,2950000,3000000,3100000,3200000,3300000,3400000,3400000,3450000,3450000,3500000,3717136,3601060,3707261,3826528,3934868,4037038
228,USSR,882,"Milk, whole fresh cow",Milk Animals,5318,Head,40569008,41421008,41910000,41917008,41987008,42592000,43016000,43310000,43389008,43664000,43800000,43862000,43500000,42863008,42400000,42000000,41800000,41650800,41845600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,USSR,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,1600000,1600000,1600000,1600000,1600000,1600000,1120000,1120000,1376000,1600000,1600000,1600000,1650000,1680000,1700000,1725000,1700000,1600000,1550000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,USSR,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,2000000,2000000,1500000,1500000,2000000,1750000,1500000,1520000,1530000,1550000,1575000,1500000,1560000,1575000,1595000,1660000,1700000,1725000,1250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,USSR,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,91947.6880234254,87808.80822602309,13105.724545118333,14323.775961027688,16336.113873097076,18062.343675882497,21305.165907258837,7187.860151064611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,United Kingdom of Great Britain and Northern Ireland,882,"Milk, whole fresh cow",Milk Animals,5318,Head,3489443,3394239,3381000,3242000,3318000,3392000,3333000,3333000,3377000,3293000,3357000,3428000,3312000,3257000,3242000,3052000,2975000,2870167,2789646,2683000,2668000,2716000,2603000,2587000,2478000,2439000,2440000,2354000,2251000,2227200,2192300,2132700,1997700,1978800,1954000,1909000,1864000,1850000,1815000,1798000,1794000,1851000,1901000,1897000,1897000,1881000,1867000,1859000
230,Ukraine,882,"Milk, whole fresh cow",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,8223000,8004000,8003000,7738000,7409000,6803500,6092000,5565000,5272000,4855200,4820400,4620600,4202900,3846700,3560500,3275400,3095900,2805200,2688600,2587800,2540000,2516100,2408700,2231600,2140500,2089500,1995800,1898300,1765600
230,Ukraine,982,"Milk, whole fresh sheep",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,400000,440000,480000,454000,420000,390000,340000,325000,326000,332700,345100,330000,329800,388600,325300,332200,367300,625300,672100,567900,535000,521400,383500,366300,345800,315200,300400,294200,277900
230,Ukraine,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,396800,396800,518000,539500,601800,584800,566200,566100,567200,648200,690000,692300,647800,618900,548200,501700,477100,468500,472800,466700,478900,496700,482500,453300,455600,446600,437100,422600,408300
230,Ukraine,1130,"Milk, whole fresh camel",Milk Animals,5318,Head,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,270,250,350,330,330,380,350,331,300,300,300,331,335,339,344,343,345,344
231,United States of America,882,"Milk, whole fresh cow",Milk Animals,5318,Head,11413000,11230000,11139000,11032000,10945000,10803000,10734000,10799000,10898000,11011000,11059000,10793000,10981000,10773000,10327000,10224000,10046000,9993000,9826000,9688000,9581000,9494000,9466000,9372000,9252000,9151000,9153000,9199000,9103000,9139000,9081000,9010000,9050000,9137000,9189000,9314000,9202000,9123000,9199000,9237000,9224000,9257000,9306900,9312400,9368500,9432100,9353400,9342600
231,United States of America,1020,"Milk, whole fresh goat",Milk Animals,5318,Head,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120000,122000,124718,130000,135000,145000,165000,190588,210000,230000,250000,270000,290789,270000,275000,285000,290000,311000,323000,335000,356000,360000,360000,360000,253805,256864,254358,255388,256419,255265,257878
