# File: GCAMLandProfit.csv
# Title: GCAM Land Profit from model results
# Units: NA
# Author: XZ
# Description: We pull results to compare unmanaged land value from different sources
# Source: GCAM
# Column types: ccnn
# ----------
region,LandLeaf,Tkm2,Rent_DollarPerTkm2
Africa_Southern,OilCrop_AfrCstE_RFD_lo,4.39453,3054890
Africa_Southern,OilCrop_AfrCstSE_IRR_hi,0.111146,9440560
Africa_Southern,OilCrop_AfrCstSE_IRR_lo,0.111146,6293720
Africa_Southern,OilCrop_AfrCstSE_RFD_hi,0.646316,7691280
Africa_Southern,OilCrop_AfrCstSE_RFD_lo,0.646316,5127520
Africa_Southern,OilCrop_AfrCstSW_IRR_hi,0,0
Africa_Southern,OilCrop_AfrCstSW_IRR_lo,0,0
Africa_Southern,OilCrop_AfrCstSW_RFD_hi,9.58E-05,2.00E+07
Africa_Southern,OilCrop_AfrCstSW_RFD_lo,9.58E-05,1.34E+07
Africa_Southern,OilCrop_AfrCstS_IRR_hi,0.0119054,2.55E+07
Africa_Southern,OilCrop_AfrCstS_IRR_lo,0.0119054,1.70E+07
Africa_Southern,OilCrop_AfrCstS_RFD_hi,0.0439251,2.83E+07
Africa_Southern,OilCrop_AfrCstS_RFD_lo,0.0439251,1.89E+07
Africa_Southern,OilCrop_AfrIntS_IRR_hi,0.00589099,1953020
Africa_Southern,OilCrop_AfrIntS_IRR_lo,0.00589099,1302370
Africa_Southern,OilCrop_AfrIntS_RFD_hi,0.143716,6395080
Africa_Southern,OilCrop_AfrIntS_RFD_lo,0.143716,4263370
Africa_Southern,OilCrop_AngolaCst_IRR_hi,0.0440493,3363300
Africa_Southern,OilCrop_AngolaCst_IRR_lo,0.0440493,2242100
Africa_Southern,OilCrop_AngolaCst_RFD_hi,0.326699,6649070
Africa_Southern,OilCrop_AngolaCst_RFD_lo,0.326699,4432700
Africa_Southern,OilCrop_CongoR_IRR_hi,0.00233501,9125950
Africa_Southern,OilCrop_CongoR_IRR_lo,0.00233501,6082090
Africa_Southern,OilCrop_CongoR_RFD_hi,1.05139,9744650
Africa_Southern,OilCrop_CongoR_RFD_lo,1.05139,6496430
Africa_Southern,OilCrop_GuineaGulf_IRR_hi,0,0
Africa_Southern,OilCrop_GuineaGulf_IRR_lo,0,0
Africa_Southern,OilCrop_GuineaGulf_RFD_hi,0.0040965,6554430
Africa_Southern,OilCrop_GuineaGulf_RFD_lo,0.0040965,4370160
Africa_Southern,OilCrop_LimpopoR_IRR_hi,0.0247854,1.95E+07
Africa_Southern,OilCrop_LimpopoR_IRR_lo,0.0247854,1.30E+07
Africa_Southern,OilCrop_LimpopoR_RFD_hi,0.184282,2.11E+07
Africa_Southern,OilCrop_LimpopoR_RFD_lo,0.184282,1.41E+07
Africa_Southern,OilCrop_NileR_IRR_hi,0,0
Africa_Southern,OilCrop_NileR_IRR_lo,0,0
Africa_Southern,OilCrop_NileR_RFD_hi,0.989047,4473970
Africa_Southern,OilCrop_NileR_RFD_lo,0.989047,2982640
Africa_Southern,OilCrop_OrangeR_IRR_hi,0,0
Africa_Southern,OilCrop_OrangeR_IRR_lo,0,0
Africa_Southern,OilCrop_OrangeR_RFD_hi,0.0147897,3.50E+07
Africa_Southern,OilCrop_OrangeR_RFD_lo,0.0147897,2.33E+07
Africa_Southern,OilCrop_RiftValley_IRR_hi,0.0118692,3671170
Africa_Southern,OilCrop_RiftValley_IRR_lo,0.0118692,2447630
Africa_Southern,OilCrop_RiftValley_RFD_hi,1.46502,3482660
Africa_Southern,OilCrop_RiftValley_RFD_lo,1.46502,2321770
Africa_Southern,OilCrop_ZambeziR_IRR_hi,0.10379,7915220
Africa_Southern,OilCrop_ZambeziR_IRR_lo,0.10379,5276820
Africa_Southern,OilCrop_ZambeziR_RFD_hi,2.09732,6896990
Africa_Southern,OilCrop_ZambeziR_RFD_lo,2.09732,4598000
Africa_Southern,OilPalmTree_AfrCstE_IRR_hi,0,0
Africa_Southern,OilPalmTree_AfrCstE_IRR_lo,0,0
Africa_Southern,OilPalmTree_AfrCstE_RFD_hi,0.017047,3485910
Africa_Southern,OilPalmTree_AfrCstE_RFD_lo,0.017047,2323940
Africa_Southern,OilPalmTree_AfrIntS_IRR_hi,0,0
Africa_Southern,OilPalmTree_AfrIntS_IRR_lo,0,0
Africa_Southern,OilPalmTree_AfrIntS_RFD_hi,0.019514,2861100
Africa_Southern,OilPalmTree_AfrIntS_RFD_lo,0.019514,1907400
Africa_Southern,OilPalmTree_AngolaCst_IRR_hi,0,0
Africa_Southern,OilPalmTree_AngolaCst_IRR_lo,0,0
Africa_Southern,OilPalmTree_AngolaCst_RFD_hi,0.0591982,4931340
Africa_Southern,OilPalmTree_AngolaCst_RFD_lo,0.0591982,3287560
Africa_Southern,OilPalmTree_CongoR_IRR_hi,0,0
Africa_Southern,OilPalmTree_CongoR_IRR_lo,0,0
Africa_Southern,OilPalmTree_CongoR_RFD_hi,0.0190628,1.61E+07
Africa_Southern,OilPalmTree_CongoR_RFD_lo,0.0190628,1.07E+07
Africa_Southern,OilPalmTree_GuineaGulf_IRR_hi,0,0
Africa_Southern,OilPalmTree_GuineaGulf_IRR_lo,0,0
Africa_Southern,OilPalmTree_GuineaGulf_RFD_hi,6.56E-04,5139640
Africa_Southern,OilPalmTree_GuineaGulf_RFD_lo,6.56E-04,3426630
Africa_Southern,OilPalmTree_NileR_IRR_hi,0,0
Africa_Southern,OilPalmTree_NileR_IRR_lo,0,0
Africa_Southern,OilPalmTree_NileR_RFD_hi,0.00478973,3809620
Africa_Southern,OilPalmTree_NileR_RFD_lo,0.00478973,2539720
Africa_Southern,OilPalmTree_RiftValley_IRR_hi,0,0
Africa_Southern,OilPalmTree_RiftValley_IRR_lo,0,0
Africa_Southern,OilPalmTree_RiftValley_RFD_hi,0.00714855,3290150
Africa_Southern,OilPalmTree_RiftValley_RFD_lo,0.00714855,2193450
Africa_Southern,OilPalmTree_ZambeziR_IRR_hi,0,0
Africa_Southern,OilPalmTree_ZambeziR_IRR_lo,0,0
Africa_Southern,OilPalmTree_ZambeziR_RFD_hi,0.0130876,5881950
Africa_Southern,OilPalmTree_ZambeziR_RFD_lo,0.0130876,3921300
Africa_Southern,OtherArableLand_AfrCstE,28.2843,296370
Africa_Southern,OtherArableLand_AfrCstS,0.501187,1513930
Africa_Southern,OtherArableLand_AfrCstSE,2.95416,318175
Africa_Southern,OtherArableLand_AfrCstSW,0.372871,1.81E+07
Africa_Southern,OtherArableLand_AfrIntS,15.7022,813816
Africa_Southern,OtherArableLand_AngolaCst,14.9453,903769
Africa_Southern,OtherArableLand_CongoR,19.684,707824
Africa_Southern,OtherArableLand_GuineaGulf,0.218627,601831
Africa_Southern,OtherArableLand_LimpopoR,2.63533,538033
Africa_Southern,OtherArableLand_NileR,4.03726,707824
Africa_Southern,OtherArableLand_OrangeR,0.371092,1185890
Africa_Southern,OtherArableLand_RiftValley,8.46257,707824
Africa_Southern,OtherArableLand_ZambeziR,23.9956,561958
Africa_Southern,OtherGrainC4_AfrCstE_IRR_hi,0,0
Africa_Southern,OtherGrainC4_AfrCstE_IRR_lo,0,0
Africa_Southern,OtherGrainC4_AfrCstE_RFD_hi,5.20537,2398580
Africa_Southern,OtherGrainC4_AfrCstE_RFD_lo,5.20537,1599050
Africa_Southern,OtherGrainC4_AfrCstSE_IRR_hi,0.0020339,2439600
Africa_Southern,OtherGrainC4_AfrCstSE_IRR_lo,0.0020339,1625790
Africa_Southern,OtherGrainC4_AfrCstSE_RFD_hi,0.693363,1833230
Africa_Southern,OtherGrainC4_AfrCstSE_RFD_lo,0.693363,1222150
Africa_Southern,OtherGrainC4_AfrCstSW_IRR_hi,0,0
Africa_Southern,OtherGrainC4_AfrCstSW_IRR_lo,0,0
Africa_Southern,OtherGrainC4_AfrCstSW_RFD_hi,2.80E-04,4213310
Africa_Southern,OtherGrainC4_AfrCstSW_RFD_lo,2.80E-04,2799810
Africa_Southern,OtherGrainC4_AfrCstS_IRR_hi,0,0
Africa_Southern,OtherGrainC4_AfrCstS_IRR_lo,0,0
Africa_Southern,OtherGrainC4_AfrCstS_RFD_hi,0.0127849,7149160
Africa_Southern,OtherGrainC4_AfrCstS_RFD_lo,0.0127849,4766100
Africa_Southern,OtherGrainC4_AfrIntS_IRR_hi,0,0
Africa_Southern,OtherGrainC4_AfrIntS_IRR_lo,0,0
Africa_Southern,OtherGrainC4_AfrIntS_RFD_hi,0.698399,940857
Africa_Southern,OtherGrainC4_AfrIntS_RFD_lo,0.698399,627238
Africa_Southern,OtherGrainC4_AngolaCst_IRR_hi,0,0
Africa_Southern,OtherGrainC4_AngolaCst_IRR_lo,0,0
Africa_Southern,OtherGrainC4_AngolaCst_RFD_hi,0.45429,2550420
Africa_Southern,OtherGrainC4_AngolaCst_RFD_lo,0.45429,1700280
Africa_Southern,OtherGrainC4_CongoR_IRR_hi,0,0
Africa_Southern,OtherGrainC4_CongoR_IRR_lo,0,0
Africa_Southern,OtherGrainC4_CongoR_RFD_hi,0.756997,7377800
Africa_Southern,OtherGrainC4_CongoR_RFD_lo,0.756997,4918530
Africa_Southern,OtherGrainC4_GuineaGulf_IRR_hi,0,0
Africa_Southern,OtherGrainC4_GuineaGulf_IRR_lo,0,0
Africa_Southern,OtherGrainC4_GuineaGulf_RFD_hi,0.00501844,2777410
Africa_Southern,OtherGrainC4_GuineaGulf_RFD_lo,0.00501844,1851100
Africa_Southern,OtherGrainC4_LimpopoR_IRR_hi,1.90E-04,6247800
Africa_Southern,OtherGrainC4_LimpopoR_IRR_lo,1.90E-04,4158810
Africa_Southern,OtherGrainC4_LimpopoR_RFD_hi,0.324189,4891230
Africa_Southern,OtherGrainC4_LimpopoR_RFD_lo,0.324189,3260810
Africa_Southern,OtherGrainC4_NileR_IRR_hi,0,0
Africa_Southern,OtherGrainC4_NileR_IRR_lo,0,0
Africa_Southern,OtherGrainC4_NileR_RFD_hi,1.60095,2963130
Africa_Southern,OtherGrainC4_NileR_RFD_lo,1.60095,1975420
Africa_Southern,OtherGrainC4_OrangeR_IRR_hi,0,0
Africa_Southern,OtherGrainC4_OrangeR_IRR_lo,0,0
Africa_Southern,OtherGrainC4_OrangeR_RFD_hi,0.139271,7128720
Africa_Southern,OtherGrainC4_OrangeR_RFD_lo,0.139271,4752470
Africa_Southern,OtherGrainC4_RiftValley_IRR_hi,0,0
Africa_Southern,OtherGrainC4_RiftValley_IRR_lo,0,0
Africa_Southern,OtherGrainC4_RiftValley_RFD_hi,1.49038,2535120
Africa_Southern,OtherGrainC4_RiftValley_RFD_lo,1.49038,1690080
Africa_Southern,OtherGrainC4_ZambeziR_IRR_hi,8.23E-04,3563400
Africa_Southern,OtherGrainC4_ZambeziR_IRR_lo,8.23E-04,2377120
Africa_Southern,OtherGrainC4_ZambeziR_RFD_hi,1.47653,3894660
Africa_Southern,OtherGrainC4_ZambeziR_RFD_lo,1.47653,2596440
Africa_Southern,OtherGrain_AfrCstE_IRR_hi,0.0139646,2281050
Africa_Southern,OtherGrain_AfrCstE_IRR_lo,0.0139646,1520610
Africa_Southern,OtherGrain_AfrCstE_RFD_hi,0.162185,2729940
Africa_Southern,OtherGrain_AfrCstE_RFD_lo,0.162185,1819960
Africa_Southern,OtherGrain_AfrCstSE_IRR_hi,0.012252,3.67E+07
Africa_Southern,OtherGrain_AfrCstSE_IRR_lo,0.012252,2.45E+07
Africa_Southern,OtherGrain_AfrCstSE_RFD_hi,8.16E-04,3.18E+07
Africa_Southern,OtherGrain_AfrCstSE_RFD_lo,8.16E-04,2.12E+07
Africa_Southern,OtherGrain_AfrCstS_IRR_hi,0,0
Africa_Southern,OtherGrain_AfrCstS_IRR_lo,0,0
Africa_Southern,OtherGrain_AfrCstS_RFD_hi,4.77E-05,1.18E+07
Africa_Southern,OtherGrain_AfrCstS_RFD_lo,4.77E-05,7883820
Africa_Southern,OtherGrain_AfrIntS_IRR_hi,1.70E-06,1.33E+07
Africa_Southern,OtherGrain_AfrIntS_IRR_lo,1.70E-06,8893530
Africa_Southern,OtherGrain_AfrIntS_RFD_hi,0.00550857,2.28E+07
Africa_Southern,OtherGrain_AfrIntS_RFD_lo,0.00550857,1.52E+07
Africa_Southern,OtherGrain_CongoR_IRR_hi,1.57E-04,5310360
Africa_Southern,OtherGrain_CongoR_IRR_lo,1.57E-04,3548180
Africa_Southern,OtherGrain_CongoR_RFD_hi,0.0510607,6844100
Africa_Southern,OtherGrain_CongoR_RFD_lo,0.0510607,4562730
Africa_Southern,OtherGrain_LimpopoR_IRR_hi,0.00578118,5.07E+07
Africa_Southern,OtherGrain_LimpopoR_IRR_lo,0.00578118,3.38E+07
Africa_Southern,OtherGrain_LimpopoR_RFD_hi,0.013119,2.32E+07
Africa_Southern,OtherGrain_LimpopoR_RFD_lo,0.013119,1.55E+07
Africa_Southern,OtherGrain_NileR_IRR_hi,0,0
Africa_Southern,OtherGrain_NileR_IRR_lo,0,0
Africa_Southern,OtherGrain_NileR_RFD_hi,0.0494882,2947280
Africa_Southern,OtherGrain_NileR_RFD_lo,0.0494882,1964830
Africa_Southern,OtherGrain_OrangeR_IRR_hi,1.64E-04,1.20E+07
Africa_Southern,OtherGrain_OrangeR_IRR_lo,1.64E-04,8018450
Africa_Southern,OtherGrain_OrangeR_RFD_hi,0.0114647,8364690
Africa_Southern,OtherGrain_OrangeR_RFD_lo,0.0114647,5576350
Africa_Southern,OtherGrain_RiftValley_IRR_hi,8.15E-04,2153340
Africa_Southern,OtherGrain_RiftValley_IRR_lo,8.15E-04,1437100
Africa_Southern,OtherGrain_RiftValley_RFD_hi,0.0731471,2550890
Africa_Southern,OtherGrain_RiftValley_RFD_lo,0.0731471,1700600
Africa_Southern,OtherGrain_ZambeziR_IRR_hi,0.03398,2.56E+07
Africa_Southern,OtherGrain_ZambeziR_IRR_lo,0.03398,1.71E+07
Africa_Southern,OtherGrain_ZambeziR_RFD_hi,0.028176,9074180
Africa_Southern,OtherGrain_ZambeziR_RFD_lo,0.028176,6049410
Africa_Southern,Pasture_AfrCstE,15.0356,1.99E+07
Africa_Southern,Pasture_AfrCstS,1.21666,2.06E+07
Africa_Southern,Pasture_AfrCstSE,4.96096,1.98E+07
Africa_Southern,Pasture_AfrCstSW,2.94079,8854300
Africa_Southern,Pasture_AfrIntS,20.5182,1.70E+07
Africa_Southern,Pasture_AngolaCst,10.2275,1.79E+07
Africa_Southern,Pasture_CongoR,8.21571,2.16E+07
Africa_Southern,Pasture_GuineaGulf,0.112226,2.09E+07
Africa_Southern,Pasture_LimpopoR,4.04218,1.89E+07
Africa_Southern,Pasture_NileR,1.22372,2.04E+07
Africa_Southern,Pasture_OrangeR,8.76698,1.00E+07
Africa_Southern,Pasture_RiftValley,2.04405,1.95E+07
Africa_Southern,Pasture_ZambeziR,20.2747,1.97E+07
Africa_Southern,ProtectedGrassland_AfrCstE,59.536,1
Africa_Southern,ProtectedGrassland_AfrCstS,1.32717,1
Africa_Southern,ProtectedGrassland_AfrCstSE,4.98321,1
Africa_Southern,ProtectedGrassland_AfrCstSW,0.156708,1
Africa_Southern,ProtectedGrassland_AfrIntS,64.5767,1
Africa_Southern,ProtectedGrassland_AngolaCst,15.1575,1
Africa_Southern,ProtectedGrassland_CongoR,36.6755,1
Africa_Southern,ProtectedGrassland_GuineaGulf,0.0383019,1
Africa_Southern,ProtectedGrassland_LimpopoR,11.6809,1
Africa_Southern,ProtectedGrassland_NileR,11.6358,1
Africa_Southern,ProtectedGrassland_OrangeR,2.86191,1
Africa_Southern,ProtectedGrassland_RiftValley,13.2281,1
Africa_Southern,ProtectedGrassland_ZambeziR,202.791,1
Africa_Southern,ProtectedShrubland_AfrCstE,0.550357,1
Africa_Southern,ProtectedShrubland_AfrCstSE,0.00941046,1
Africa_Southern,ProtectedShrubland_AfrCstSW,54.9151,1
Africa_Southern,ProtectedShrubland_AfrIntS,21.0639,1
Africa_Southern,ProtectedShrubland_AngolaCst,13.0083,1
Africa_Southern,ProtectedShrubland_CongoR,2.51737,1
Africa_Southern,ProtectedShrubland_LimpopoR,0.0453722,1
Africa_Southern,ProtectedShrubland_NileR,0.0719235,1
Africa_Southern,ProtectedShrubland_OrangeR,78.7091,1
Africa_Southern,ProtectedShrubland_RiftValley,0.0552127,1
Africa_Southern,ProtectedShrubland_ZambeziR,0.0114756,1
Africa_Southern,ProtectedUnmanagedForest_AfrCstE,10.6425,1
Africa_Southern,ProtectedUnmanagedForest_AfrCstS,0.28398,1
Africa_Southern,ProtectedUnmanagedForest_AfrCstSE,1.00082,1
Africa_Southern,ProtectedUnmanagedForest_AfrIntS,1.29594,1
Africa_Southern,ProtectedUnmanagedForest_AngolaCst,5.13872,1
Africa_Southern,ProtectedUnmanagedForest_CongoR,6.72901,1
Africa_Southern,ProtectedUnmanagedForest_GuineaGulf,0.0227828,1
Africa_Southern,ProtectedUnmanagedForest_LimpopoR,9.12E-04,1
Africa_Southern,ProtectedUnmanagedForest_NileR,0.63032,1
Africa_Southern,ProtectedUnmanagedForest_RiftValley,1.49564,1
Africa_Southern,ProtectedUnmanagedForest_ZambeziR,19.1794,1
Africa_Southern,ProtectedUnmanagedPasture_AfrCstE,45.3787,1
Africa_Southern,ProtectedUnmanagedPasture_AfrCstS,2.79919,1
Africa_Southern,ProtectedUnmanagedPasture_AfrCstSE,3.16157,1
Africa_Southern,ProtectedUnmanagedPasture_AfrCstSW,7.67767,1
Africa_Southern,ProtectedUnmanagedPasture_AfrIntS,37.1555,1
Africa_Southern,ProtectedUnmanagedPasture_AngolaCst,13.9646,1
Africa_Southern,ProtectedUnmanagedPasture_CongoR,3.48867,1
Africa_Southern,ProtectedUnmanagedPasture_GuineaGulf,0.151729,1
Africa_Southern,ProtectedUnmanagedPasture_LimpopoR,2.02756,1
Africa_Southern,ProtectedUnmanagedPasture_NileR,1.20009,1
Africa_Southern,ProtectedUnmanagedPasture_OrangeR,29.2494,1
Africa_Southern,ProtectedUnmanagedPasture_RiftValley,1.96847,1
Africa_Southern,ProtectedUnmanagedPasture_ZambeziR,21.684,1
Africa_Southern,Rice_AfrCstE_IRR_hi,1.09169,1.22E+07
Africa_Southern,Rice_AfrCstE_IRR_lo,1.09169,8151350
Africa_Southern,Rice_AfrCstE_RFD_hi,2.01589,5617530
Africa_Southern,Rice_AfrCstE_RFD_lo,2.01589,3745020
Africa_Southern,Rice_AfrCstSE_IRR_hi,0.00791128,3.88E+07
Africa_Southern,Rice_AfrCstSE_IRR_lo,0.00791128,2.59E+07
Africa_Southern,Rice_AfrCstSE_RFD_hi,0.14243,1.21E+07
Africa_Southern,Rice_AfrCstSE_RFD_lo,0.14243,8043360
Africa_Southern,Rice_AfrCstS_IRR_hi,0.00678873,5.82E+07
Africa_Southern,Rice_AfrCstS_IRR_lo,0.00678873,3.88E+07
Africa_Southern,Rice_AfrCstS_RFD_hi,0.00647801,1.80E+07
Africa_Southern,Rice_AfrCstS_RFD_lo,0.00647801,1.20E+07
Africa_Southern,Rice_AfrIntS_IRR_hi,0.00526856,1.01E+07
Africa_Southern,Rice_AfrIntS_IRR_lo,0.00526856,6737300
Africa_Southern,Rice_AfrIntS_RFD_hi,6.22E-05,1.69E+07
Africa_Southern,Rice_AfrIntS_RFD_lo,6.22E-05,1.13E+07
Africa_Southern,Rice_AngolaCst_IRR_hi,0.0159718,1.65E+07
Africa_Southern,Rice_AngolaCst_IRR_lo,0.0159718,1.10E+07
Africa_Southern,Rice_AngolaCst_RFD_hi,0,0
Africa_Southern,Rice_AngolaCst_RFD_lo,0,0
Africa_Southern,Rice_CongoR_IRR_hi,0.0561645,2.66E+07
Africa_Southern,Rice_CongoR_IRR_lo,0.0561645,1.77E+07
Africa_Southern,Rice_CongoR_RFD_hi,0.659474,1.00E+07
Africa_Southern,Rice_CongoR_RFD_lo,0.659474,6694070
Africa_Southern,Rice_GuineaGulf_IRR_hi,0,0
Africa_Southern,Rice_GuineaGulf_IRR_lo,0,0
Africa_Southern,Rice_GuineaGulf_RFD_hi,1.76E-04,1.37E+07
Africa_Southern,Rice_GuineaGulf_RFD_lo,1.76E-04,9157730
Africa_Southern,Rice_LimpopoR_IRR_hi,0.0176744,2.25E+07
Africa_Southern,Rice_LimpopoR_IRR_lo,0.0176744,1.50E+07
Africa_Southern,Rice_LimpopoR_RFD_hi,0.0292245,6923600
Africa_Southern,Rice_LimpopoR_RFD_lo,0.0292245,4615780
Africa_Southern,Rice_NileR_IRR_hi,0.0341713,9812050
Africa_Southern,Rice_NileR_IRR_lo,0.0341713,6541440
Africa_Southern,Rice_NileR_RFD_hi,1.16728,4333250
Africa_Southern,Rice_NileR_RFD_lo,1.16728,2888830
Africa_Southern,Rice_RiftValley_IRR_hi,0.126495,1.39E+07
Africa_Southern,Rice_RiftValley_IRR_lo,0.126495,9285650
Africa_Southern,Rice_RiftValley_RFD_hi,1.0667,6153010
Africa_Southern,Rice_RiftValley_RFD_lo,1.0667,4102010
Africa_Southern,Rice_ZambeziR_IRR_hi,0.125301,1.73E+07
Africa_Southern,Rice_ZambeziR_IRR_lo,0.125301,1.15E+07
Africa_Southern,Rice_ZambeziR_RFD_hi,0.456444,1.06E+07
Africa_Southern,Rice_ZambeziR_RFD_lo,0.456444,7097070
Africa_Southern,RockIceDesert_AfrCstE,0.174678,296370
Africa_Southern,RockIceDesert_AfrCstS,0.0173208,1513930
Africa_Southern,RockIceDesert_AfrCstSE,0.143767,318175
Africa_Southern,RockIceDesert_AfrCstSW,101.601,1.81E+07
Africa_Southern,RockIceDesert_AfrIntS,11.8113,813816
Africa_Southern,RockIceDesert_AngolaCst,8.57146,903769
Africa_Southern,RockIceDesert_CongoR,0.468413,707824
Africa_Southern,RockIceDesert_LimpopoR,0,538033
Africa_Southern,RockIceDesert_NileR,0.133176,707824
Africa_Southern,RockIceDesert_OrangeR,29.0457,1185890
Africa_Southern,RockIceDesert_RiftValley,0.227101,707824
Africa_Southern,RockIceDesert_ZambeziR,1.54517,561958
Africa_Southern,RootTuber_AfrCstE_IRR_hi,0.170101,2044990
Africa_Southern,RootTuber_AfrCstE_IRR_lo,0.170101,1363330
Africa_Southern,RootTuber_AfrCstE_RFD_hi,11.3134,4050640
Africa_Southern,RootTuber_AfrCstE_RFD_lo,11.3134,2700430
Africa_Southern,RootTuber_AfrCstSE_IRR_hi,0.00332796,2.76E+07
Africa_Southern,RootTuber_AfrCstSE_IRR_lo,0.00332796,1.84E+07
Africa_Southern,RootTuber_AfrCstSE_RFD_hi,0.932148,3706700
Africa_Southern,RootTuber_AfrCstSE_RFD_lo,0.932148,2471130
Africa_Southern,RootTuber_AfrCstSW_IRR_hi,1.36E-04,1.96E+07
Africa_Southern,RootTuber_AfrCstSW_IRR_lo,1.36E-04,1.31E+07
Africa_Southern,RootTuber_AfrCstSW_RFD_hi,0.00999148,1.96E+07
Africa_Southern,RootTuber_AfrCstSW_RFD_lo,0.00999148,1.31E+07
Africa_Southern,RootTuber_AfrCstS_IRR_hi,0.00377838,1.35E+07
Africa_Southern,RootTuber_AfrCstS_IRR_lo,0.00377838,8981670
Africa_Southern,RootTuber_AfrCstS_RFD_hi,0.104131,9403290
Africa_Southern,RootTuber_AfrCstS_RFD_lo,0.104131,6268860
Africa_Southern,RootTuber_AfrIntS_IRR_hi,0.00807309,4775810
Africa_Southern,RootTuber_AfrIntS_IRR_lo,0.00807309,3183930
Africa_Southern,RootTuber_AfrIntS_RFD_hi,0.788833,5677880
Africa_Southern,RootTuber_AfrIntS_RFD_lo,0.788833,3785260
Africa_Southern,RootTuber_AngolaCst_IRR_hi,0.0409753,6809880
Africa_Southern,RootTuber_AngolaCst_IRR_lo,0.0409753,4539910
Africa_Southern,RootTuber_AngolaCst_RFD_hi,1.98919,9294590
Africa_Southern,RootTuber_AngolaCst_RFD_lo,1.98919,6196400
Africa_Southern,RootTuber_CongoR_IRR_hi,0.0021063,7969790
Africa_Southern,RootTuber_CongoR_IRR_lo,0.0021063,5313290
Africa_Southern,RootTuber_CongoR_RFD_hi,1.74256,1.73E+07
Africa_Southern,RootTuber_CongoR_RFD_lo,1.74256,1.16E+07
Africa_Southern,RootTuber_GuineaGulf_IRR_hi,0,0
Africa_Southern,RootTuber_GuineaGulf_IRR_lo,0,0
Africa_Southern,RootTuber_GuineaGulf_RFD_hi,0.022403,9402350
Africa_Southern,RootTuber_GuineaGulf_RFD_lo,0.022403,6268240
Africa_Southern,RootTuber_LimpopoR_IRR_hi,0.00323206,4.01E+07
Africa_Southern,RootTuber_LimpopoR_IRR_lo,0.00323206,2.68E+07
Africa_Southern,RootTuber_LimpopoR_RFD_hi,0.301542,7531690
Africa_Southern,RootTuber_LimpopoR_RFD_lo,0.301542,5021120
Africa_Southern,RootTuber_NileR_IRR_hi,0,0
Africa_Southern,RootTuber_NileR_IRR_lo,0,0
Africa_Southern,RootTuber_NileR_RFD_hi,1.69698,4609690
Africa_Southern,RootTuber_NileR_RFD_lo,1.69698,3073130
Africa_Southern,RootTuber_OrangeR_IRR_hi,7.03E-05,6.64E+07
Africa_Southern,RootTuber_OrangeR_IRR_lo,7.03E-05,4.43E+07
Africa_Southern,RootTuber_OrangeR_RFD_hi,0.0262629,4.34E+07
Africa_Southern,RootTuber_OrangeR_RFD_lo,0.0262629,2.89E+07
Africa_Southern,RootTuber_RiftValley_IRR_hi,0.00991388,1540240
Africa_Southern,RootTuber_RiftValley_IRR_lo,0.00991388,1026870
Africa_Southern,RootTuber_RiftValley_RFD_hi,1.39219,3486810
Africa_Southern,RootTuber_RiftValley_RFD_lo,1.39219,2324540
Africa_Southern,RootTuber_ZambeziR_IRR_hi,0.00988008,1.74E+07
Africa_Southern,RootTuber_ZambeziR_IRR_lo,0.00988008,1.16E+07
Africa_Southern,RootTuber_ZambeziR_RFD_hi,2.87436,1.03E+07
Africa_Southern,RootTuber_ZambeziR_RFD_lo,2.87436,6884090
Africa_Southern,Shrubland_AfrCstE,3.0482,296370
Africa_Southern,Shrubland_AfrCstSE,0.630021,318175
Africa_Southern,Shrubland_AfrCstSW,30.0399,1.81E+07
Africa_Southern,Shrubland_AfrIntS,42.9186,813816
Africa_Southern,Shrubland_AngolaCst,6.37036,903769
Africa_Southern,Shrubland_CongoR,1.53666,707824
Africa_Southern,Shrubland_LimpopoR,1.66844,538033
Africa_Southern,Shrubland_NileR,0.140717,707824
Africa_Southern,Shrubland_OrangeR,73.2604,1185890
Africa_Southern,Shrubland_RiftValley,1.15322,707824
Africa_Southern,Shrubland_ZambeziR,0.00127506,561958
Africa_Southern,Soybean_AfrCstE_IRR_hi,0,0
Africa_Southern,Soybean_AfrCstE_IRR_lo,0,0
Africa_Southern,Soybean_AfrCstE_RFD_hi,0.095513,2186650
Africa_Southern,Soybean_AfrCstE_RFD_lo,0.095513,1457770
Africa_Southern,Soybean_AfrCstSE_IRR_hi,0.143461,2.71E+07
Africa_Southern,Soybean_AfrCstSE_IRR_lo,0.143461,1.81E+07
Africa_Southern,Soybean_AfrCstSE_RFD_hi,0.110088,2.71E+07
Africa_Southern,Soybean_AfrCstSE_RFD_lo,0.110088,1.81E+07
Africa_Southern,Soybean_AfrIntS_IRR_hi,0,0
Africa_Southern,Soybean_AfrIntS_IRR_lo,0,0
Africa_Southern,Soybean_AfrIntS_RFD_hi,0.0554495,1.07E+07
Africa_Southern,Soybean_AfrIntS_RFD_lo,0.0554495,7101940
Africa_Southern,Soybean_CongoR_IRR_hi,0,0
Africa_Southern,Soybean_CongoR_IRR_lo,0,0
Africa_Southern,Soybean_CongoR_RFD_hi,0.0369755,1.70E+07
Africa_Southern,Soybean_CongoR_RFD_lo,0.0369755,1.14E+07
Africa_Southern,Soybean_LimpopoR_IRR_hi,0.0149926,4.06E+07
Africa_Southern,Soybean_LimpopoR_IRR_lo,0.0149926,2.71E+07
